,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,packaging,additives,nova_score,manufacturing,markets,allergens,ingredients_origins,link,origin_detail,brand_owner,palm_ingredients,producer_info
1351,Ahoj-Braùse,4260449692600,,,['France'],[],[],?,38,159 kj(38 kcal),0,0,9,9,0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Pomme,3499910503140,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Jambon a l'ancienne - Tallec,2264752034180,,['Tallec'],['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,"['Viandes', 'Charcuteries', 'Jambons']","['Viande Française', 'Viande Porcine Française']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,+3%,-0%,-24%,-6%,-6%,-34%,-34%,12,+13%,D,+13%,,,,,,,,"['EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.001.023 CE', 'Argol (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,"['Barquette', 'Film en plastique']",,,,,,,,,,,
1354,Framboise brisee,3377791111138,,,['France'],[],[],?,120,502 kj(120 kcal),0,0,30,30,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,Pâte a tartiner - Poulain - 350g,3664346326766,350 g,['Poulain'],['France'],"['Sucre', 'fibre soluble de maïs', 'huile de tournesol', 'NOISETTES ', '13 %', 'LAIT écrémé en poudre', 'cacao maigre en poudre ', '7,5 %', 'lactosérum ', 'de LAIT', ' en poudre', 'beurre de cacao', 'émulsifiant ', 'lécithines de tournesol', 'arôme naturel de vanille', 'Peut contenir soja et autres fruits à coque']",['Non végétalien'],2163,520,2163 kj(520 kcal),30,5,45,39,"7,8","0,28","0,112",,['en:pates-a-tartiner'],,30 g,en quantité élevée,5 g,en quantité modérée,39 g,en quantité élevée,0.28 g,en faible quantité,,,,,,,,,,,14,,D,,,,,,,,,,,['pot en verre'],['E322i - Lécithine'],4,,,"['Lait', 'Fruits à coque']",,,,,,
1356,Giga Candy Canes,3395503116202,,,['France'],[],[],?,380,1590 kj(380 kcal),0,0,95,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Cuisses poulet plein champ,2245336023554,,,['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,8","1,1",1,20,"0,16","0,064",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,
1358,Nuxe prodigieuse - 50ml,3264680023989,50 ml,['Nuxe'],['France'],[],[],?,?,,?,,?,,?,,,,['Huile prodigieuse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,Vinaigre de vin rouge - En Cuisine,3184830063408,,['En Cuisine'],['France'],[],[],?,?,,?,,?,,?,,,B,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",,,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,
1360,Patte a tartinee noisette et cacao - Poulain - 3000g,3664346327695,3000 g,['Poulain'],['France'],"['Sucre', 'huile de tournesol', 'NOISETTES ', '13 %', 'cacao maigre en poudre ', '7 %', 'LAIT écrémé en poudre', 'lactosérum ', 'de LAIT', ' en poudre', 'lactose ', 'de LAIT', 'beurre de cacao', 'émulsifiant ', 'lécithine de tournesol', 'arôme naturel de vanille', ' Peut contenir soja et autres fruits à coque']",['Non végétalien'],2181,522,2181 kj(522 kcal),28,"5,1",60,59,"5,4","0,1","0,04",D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['Sans huile de palme'],28 g,en quantité élevée,5.1 g,en quantité élevée,59 g,en quantité élevée,0.1 g,en faible quantité,-4%,-5%,-5%,-18%,-34%,+17%,+24%,-21%,-3%,-3%,18,-13%,D,-13%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,Pâte à tartiner aux noisettes et au cacao,,['E322i - Lécithine'],4,,,"['Lait', 'Fruits à coque']",,,,,,
1361,8715342035215,8715342035215,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Soda cedrata cl,8005613000067,,,['France'],[],[],?,67,280 kj(67 kcal),0,0,"16,4","16,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Poudre De Piment D'espelette Aop 50 g,3281230002904,,,['France'],[],[],?,340,1423 kj(340 kcal),11,2,28,6,14,1,"0,4",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Les soupes du Mont - 1litre,3760240570004,1 litre,['LES SOUPES DU MONT'],['France'],"['Courgettes* 40% Carottes* 18%', 'Eau', ""Huile d'olive"", 'Cumin*', ""Sel *Produits issus de l'agriculture biologique FERME DU POLDER SAINT-MICHEL""]",[],77,18,77 kj(18 kcal),"0,6","0,1","2,1","1,8","0,7","0,29","0,116",,"['Plats préparés', 'Soupes', 'Soupes à réchauffer']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",0.6 g,en faible quantité,0.1 g,en faible quantité,1.8 g,en faible quantité,0.29 g,en faible quantité,-60%,-62%,-61%,-68%,-79%,-7%,+130%,-85%,-66%,-66%,0,-100%,B,-100%,,,,,,,,,,['Verre'],,3,['Céaux'],,,,,,,,
1365,"Salted caramel - MilkyWay - 44,2g",0040000555858,"44,2 g","['MilkyWay', 'Milky Way']","['France', 'Allemagne']","['MILK CHOCOLATE ', 'SUGAR', 'COCOA BUTTER', 'SKIM MILK', 'CHOCOLATE', 'LACTOSE', ' MILKFAT', 'SOY LECITHIN', 'ARTIFICIAL FLAVOR', 'CORN SYRUP', 'SUGAR', 'VEGETABLE OIL ', 'HYDROGENATED PALM KERNEL OIL AND/OR PALM OIL', 'SKIM MILK', 'LESS THAN 2% - MILKFAT', 'LACTOSE', 'COCOA POWDER PROCESSED WÍTH ALKALI', 'BARLEY MALT EXTRACT', 'SEA SALT', 'SALT', 'EGG WHITES', 'CHOCOLATE', 'ARTIFICIAL FLAVOR', ' ALLERGY INFORMATION: CONTAINS MILK', 'EGG AND SOY', ' MAY CONTAIN PEANUTS', ' DISTRIBUTED BY MARS WRIGLEY CONFECTIONERY US', 'LLC HACKETTSTOWN', 'NJ 07840-1503 USA PARTIALLY PRODUCED WITH GENETIC ENGINEERING', ' UD PER PACK 200 5', 'SÁT FAT 170mg SODIUM 27', 'TOTAL SUGARS CALORIES MADE IN CANADA 25% DV 7% DV 1452188 PP Call 1-800-551-9985']",['Non végétalien'],?,200,837 kj(200 kcal),8,5,27,27,2,0,0,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres de caramel']",['Pur beurre de cacao'],8 g,en quantité modérée,5 g,en quantité modérée,27 g,en quantité élevée,0 g,en faible quantité,,-60%,-60%,-71%,-67%,-51%,-40%,-71%,-100%,-100%,11,-55%,D,-55%,,,,,,,,,,['Plastique'],['E175 - Or'],4,,,"['Œufs', 'Lait', 'Soja']",,,,,,
1366,Monofleural Manuka Honey,5060270130222,,,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,NESTLE DESSERT Truffes orange - 250g,8000300401981,250 g,"['NESTLE DESSERT', 'Truffes']",['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'sucre inverti', 'LAIT concentré sucré ', 'LAIT', 'sucre', 'humectant ', 'sorbitol', ""pépites d'orange "", '3,2%', "" [jus d'orange"", 'sucre', 'concentré de purée de pommes', 'dextrose', ""fibre d'ananas"", ""correcteur d'acidité "", 'acide citrique', 'arôme', 'gélifiant ', 'alginate de sodium', 'stabilisant ', 'phosphate de calcium', ']', 'matière grasse de LAIT anhydre', 'LAIT entier en poudre', 'cacao en poudre', 'émulsifiant ', 'lécithines', 'arôme', 'PETIT-LAIT en poudre', 'arôme naturel de vanille', 'stabilisant ', 'invertase', ' Peut contenir : fruits à coque']",['Non végétalien'],1991,478,1991 kj(478 kcal),"27,8","16,8",45,"42,7","4,2","0,1","0,04",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonbons de chocolat à la pâte de truffe et aux pépites d'orange,"['Boite', 'Boîte en carton']","['E420 - Sorbitol', 'E330 - Acide citrique', 'E401 - Alginate de sodium', 'E322 - Lécithines', 'E1103 - Invertase']",4,,,['Lait'],,,,,,
1368,Abricot fleur d’oranger datte quinoa,3661344000346,,,['France'],[],[],?,90,377 kj(90 kcal),"2,4","1,7","10,4","8,9","6,42",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,4 baguettes viennoises - Carrefour,3560071259655,,['Carrefour'],['France'],[],[],?,300,1255 kj(300 kcal),5,"0,5",53,13,"9,5","1,2","0,48",,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
1370,L'artisan tartineur façon rocher,3700774301606,,,['France'],[],[],?,572,2393 kj(572 kcal),38,6,49,46,"6,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Sceau HARIBO,3103220047507,,,['France'],[],[],?,345,1443 kj(345 kcal),"0,5","0,1",80,51,"4,7",,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,0.5 g,en faible quantité,0.1 g,en faible quantité,51 g,en quantité élevée,,,,-3%,-4%,-73%,-91%,-4%,-12%,+122%,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
1372,Calendriller de l’avant -,3046920010696,,,['France'],[],[],?,613,2565 kj(613 kcal),45,32,46,44,"5,1","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,Cosmini emmental,3560071223441,,,['France'],[],[],?,519,2171 kj(519 kcal),29,"5,4",52,"6,7",11,"1,5","0,6",,,['Nutriscore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Lait Demi-Ecreme Stérilisé UHT - Simpl - 1l,3560071267957,1 l,"['Simpl', 'Produit Blanc', 'Carrefour']",['France'],['Lait 100%'],[],193,46,193 kj(46 kcal),"1,5",1,"4,8","4,8",0,"0,1","0,04",D,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT']","['Nutriscore', 'Nutriscore A', 'Premier prix']",1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,-2%,-2%,-2%,-11%,-3%,0%,+0%,-100%,-10%,-10%,1,+1920%,B,+1920%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['FR 60.157.031 CE', 'Clermont (Oise, France)', 'FR 35.360.001 CE', 'Vitré (Ille-et-Vilaine, France)']",,['Brique'],,,['France'],['Carrefour'],,,,,,,
1375,Mi-cuit Chocolat Bio - Les ateliers de La Veggisserie - 90gr,3770011298587,90gr,['Les ateliers de La Veggisserie'],['France'],"[""Boisson d'amandes* "", 'eau', 'amandes*', 'sel', 'épaississant: gellane*', 'chocolat noir* ', '25', '5%', ' ', 'pâte de cacao*', 'sucre de canne*', 'beurre de cacao*', 'huile de tournesol*', 'sucre de canne', 'amidon de maïs*', 'farine de riz complet*']","['Végétalien', 'Végétarien']",1074,410,1074 kj(410 kcal),"27,5","2,73","35,86","21,19","2,73","0,03","0,012",,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries']","['Bio', 'Végétarien', 'Sans gluten', 'Végétalien']",27.5 g,en quantité élevée,2.73 g,en quantité modérée,21.2 g,en quantité élevée,0.03 g,en faible quantité,-32%,+9%,-32%,+64%,-66%,-25%,-28%,-49%,-93%,-93%,8,-53%,C,-53%,,,,,,,,,MI cuit au chocolat coeur coulant à réchauffer,['Frais en pot aluminium avec bague carton'],,4,"['Normandie France', 'Saint Arnoult']",['Magasin spécialisé Biologique'],['Fruits à coque'],['en:union européenne et non européenne'],,,,,
1376,Lait entier bio,3564701096061,,,['France'],[],[],?,65,272 kj(65 kcal),"3,6","2,2","4,8","4,8","3,3","0,1","0,04",,,"['Bio', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Emmental français râpé - Lidl,4056489194019,,['Lidl'],['France'],[],[],?,377,1577 kj(377 kcal),29,20,1,"0,5",28,"0,7","0,28",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages râpés', 'Emmentals râpés']",,29 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,,+1%,+1%,+0%,+2%,+10%,+24%,+3%,-8%,-8%,12,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Film en plastique'],,,,,,,,,,,
1378,Poulain grand arome - 380g,3664346326872,380 g,['Poulain'],['France'],"['Cacao maigre ', '11 % de beurre de cacao', ' en poudre', 'sucre', 'arôme', 'Peut contenir lait et soja']",[],?,68,285 kj(68 kcal),"2,1","1,2","7,5","6,7","4,2","0,1","0,04",D,"['Boissons', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",,2.1 g,en quantité modérée,1.2 g,en quantité modérée,6.7 g,en quantité élevée,0.11 g,en faible quantité,,-80%,-80%,-51%,-53%,-88%,-88%,-34%,-52%,-52%,-1,-112%,A,-112%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,Cacao fortement dégraissé en poudre sucré.,['Plastique'],,4,['France'],['Intermarche'],,['Afrique'],https://www.chocolatpoulain.fr/nos-produits/poulain-grand-arome-intense-70/,,,,
1379,Boost gingembre,3770006565304,,,['France'],[],[],?,36,151 kj(36 kcal),0,0,"8,6","7,6","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,emmental -,5400317209830,,,['France'],[],[],?,100,418 kj(100 kcal),17,17,"1,8",0,27,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,Sapori & piacerIGPan sao con cipolla dolce e olio di girasole,8029404008667,,,['France'],[],[],?,501,2096 kj(501 kcal),"25,4","2,3",57,"4,1","9,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Datte medjoul,2609923043361,,,['France'],[],[],?,322,1347 kj(322 kcal),"0,2",0,75,"66,5","1,8",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes medjoul']",,0.2 g,en faible quantité,0 g,en faible quantité,66.5 g,en quantité élevée,,,,+1%,+1%,+2%,,+0%,+0%,0%,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,,
1383,Almond cream cake -,4008577060614,,,['France'],[],[],?,217,908 kj(217 kcal),19,7,33,20,"6,2","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Repas Equilibre Senior 7.5Kg ultima,3700260217206,,,['France'],[],[],?,200,837 kj(200 kcal),16,6,26,0,50,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,Lasagnes chèvres épinards - Carrefour,3560071237486,,['Carrefour'],['France'],[],[],?,164,686 kj(164 kcal),"9,1",6,12,"1,5","7,9","0,71","0,284",C,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes au fromage de chèvre et aux épinards']","['Nutriscore', 'Nutriscore C']",9.1 g,en quantité modérée,6 g,en quantité élevée,1.5 g,en faible quantité,0.71 g,en quantité modérée,,+20%,+18%,+32%,+65%,-6%,-21%,+30%,-6%,-6%,6,+75%,C,+75%,75.0%,14.1%,3.6%,3.9%,2.0%,1.4%,58,,,,,,,['Carrefour'],,,,,,,
1386,La fraîch'Touch caesar - idhea - 350ml,3344540126149,350 ml,['Idhea'],['France'],"['Agiter avant ouverture Sauce salade Caesar Ingrédients : Huile de colza', 'eau', 'fromages affinés 10%', 'lait de vache', 'sel', 'présure', ""jaune d'œuf "", ""d'élevage en plein air"", 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'vinaigre', 'sucre', 'sel', 'jus de citron concentré', ""pâte d'anchois "", 'anchois', 'sel', ""arôme naturel d'ail"", 'épice', ""fibres d'avoine""]","['Non végétalien', 'Non végétarien']",?,1700,7130 kj(1700 kcal),"53,3","17,7","3,33","3,33","3,67",3,"1,2",D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,53.3 g,en quantité élevée,17.7 g,en quantité élevée,3.33 g,en faible quantité,3 g,en quantité élevée,,+370%,+375%,+45%,+369%,-30%,+1%,+526%,+56%,+56%,29,+95%,E,+95%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Plastique'],,4,['France 67270 HOCHFELDEN'],,"['Œufs', 'Poisson', 'Lait', 'Moutarde', ""Fibres d'avoine"", 'Fromages affinés', ""Pâte d'anchois""]",,,,,,
1387,D3 PROTECT,3701136400210,,,['France'],[],[],?,1,4 kj(1 kcal),1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,Milk Shake Mince,3760103002673,,,['France'],[],[],?,448,1874 kj(448 kcal),21,"2,1",39,33,24,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,Volupté du matin - Lidl,4056489182269,,['Lidl'],['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,5","0,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Matin léger,3428272200091,,,['France'],[],[],?,65,272 kj(65 kcal),"3,6","2,2","4,8","4,8","3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Ail noir,3700430320590,,,['France'],[],[],?,181,757 kj(181 kcal),"0,5","0,1","37,4","23,4","7,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Riso venere con verdure e pollo,8001420008999,,,['France'],[],[],?,185,774 kj(185 kcal),"5,3","1,4","26,1","1,9","6,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,Grand Arabica Legal,3227540094666,,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,Crevettes Apero,3250392880910,,,['France'],[],[],?,146,611 kj(146 kcal),"8,3","1,5","1,5","0,5","16,3","2,06","0,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ASC-C-01912'],,,,,,,,,,,,,
1395,Cassoulet toulousain au porc - Maison Rivière,3375644008802,,['Maison Rivière'],['France'],[],[],?,133,556 kj(133 kcal),"4,3","1,7",11,"0,6",11,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,la perla extrema,8032853502273,,,['France'],[],[],?,625,2615 kj(625 kcal),40,9,50,41,"8,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,Farina grano tenero,8018211000032,,,['France'],[],[],?,340,1423 kj(340 kcal),1,"0,2","71,8","0,8","9,5",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Biscotti salute,8000326000106,,,['France'],[],[],?,500,2092 kj(500 kcal),12,"6,3",69,,"9,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,Aceto di vino bianco biologico,8032754432822,,,['France'],[],[],?,19,79 kj(19 kcal),0,0,"0,2",0,0,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Délices de belgiques,5413121367535,,,['France'],[],[],?,526,2201 kj(526 kcal),32,19,49,46,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,Nettare di pesca,20221492,,,['France'],[],[],?,54,226 kj(54 kcal),0,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,Calissons,3102621012763,,,['France'],[],[],?,444,1858 kj(444 kcal),17,"1,7",63,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,Mini Pastille VICHY,3664346318358,,,['France'],[],[],?,245,1025 kj(245 kcal),"0,7","0,1",97,0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,Bûche de chèvre,3307905011016,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,Le VIENNOIS sur lit de poire en purée 4 x 100 g - Nestlé - 400g,3023290047507,400 g,['Nestlé'],['France'],"['Lait entier ', '25%', 'babeurre* ', 'lait', ' ', '18%', 'crème ', 'lait ', '13%', 'eau', 'sucre', 'poire ', '6,2%', ' ', 'cubes', 'chocolat ', '2,3%', ' [pâte de cacao', 'sucre', 'émulsifiant ', 'lécithine de tournesol', 'arôme naturel de vanille]', 'amidon modifié de maïs', 'poudre de lait écrémé', 'cacao en poudre', 'cacao maigre en poudre', 'gélatine bovine', 'amidon de mais', 'épaississants ', 'carraghénanes', 'farine de graines de caroube', 'arôme naturel', 'jus de citron concentré', 'arôme', ' *Babeurre : ingrédient obtenu pendant la fabrication du beurre', ' Traces éventuelles de soja', ' Lait origine France']","['Non végétalien', 'Non végétarien']",?,150,628 kj(150 kcal),"7,2","4,7","18,8","16,4","2,4","0,07","0,028",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts au chocolat', 'Desserts lactés au chocolat']",,7.2 g,en quantité modérée,4.7 g,en quantité modérée,16.4 g,en quantité élevée,0.07 g,en faible quantité,,-2%,-2%,+14%,+18%,0%,-1%,-37%,-55%,-55%,7,+4%,C,+4%,,,,,,,,"['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']",,"['Pot en plastique', 'Opercule en métal', 'Etui en carton']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube']",4,['44'],['Auchan'],['Lait'],['France'],http://www.leviennois.fr,,,,
1406,Filets & dos de colin d’Alaska panés - Marès - 360g,3760282770417,360 g,['Marès'],['France'],"[""Colin d'Alaska "", 'Theragra chalcogramma', ' 65%', 'chapelure ', 'farine de blé', 'huile de tournesol', 'eau', 'sel', 'levure', 'dextrose', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",770,183,770 kj(183 kcal),"7,6","0,9",17,"1,3",11,"0,85","0,34",D,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Poissons panés de colin']","['Pêche durable', 'Pêche durable MSC']",7.6 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en faible quantité,0.85 g,en quantité modérée,-1%,-1%,-1%,-5%,+4%,+8%,+21%,-10%,+8%,+8%,0,,B,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['MSC-C-57866'],Filets et dos de colin d'Alaska panés,"['Surgelés', 'Film en plastique', 'Etui en carton']",,4,,,"['Poisson', 'Gluten']",['États-Unis'],https://mares.global/produits/les-panes-gourmands/,,,,
1407,Green Crush,0033613189312,,,['France'],[],[],?,90,377 kj(90 kcal),0,0,24,24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,Flocons 3 céréales - Celnat - 500g,3273120030685,500 g,['Celnat'],['France'],"['Flocons d’AVOINE* Demeter française', 'flocons d’ORGE* Demeter français', 'flocons de GRAND EPEAUTRE* ', 'BLE']",[],?,347,1452 kj(347 kcal),"3,9",1,62,"1,3",11,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales']","['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter']",3.9 g,en quantité modérée,1 g,en faible quantité,1.3 g,en faible quantité,0 g,en faible quantité,,-11%,-11%,-51%,-48%,-6%,-89%,+12%,-100%,-100%,-6,-276%,A,-276%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,['sachet plastique'],,,,,"['Gluten', 'Avoine']",,https://www.celnat.fr/ref/flocons-3-cereales-demeter,,,,
