,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,traceability_code,link,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,manufacturing,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,brand_owner,origin_detail,producer_info
1166,10 Oeufs Plein Air Breizh'on Egg - x10,3441581468068,D,x10,['boîte'],"[""Breizh'on""]","[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['Plein air', 'Œufs de poules élevées en plein air', 'Oeufs de France']",,,,,['France'],[],[],?,,?,,?,,?,,?,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Ceci Italiani - Valfrutta,8001440009969,,,,['Valfrutta'],,,,,,,"['France', 'Italie']",[],[],?,,125,,"2,2",,"16,8",,"6,7",,,,,,,,,,,523 kj(125 kcal),"0,3","0,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,
1168,Confiture de rhubarbe - Casino - 370g,3222477013070,C,370 g,"['Bocal en verre', 'Capsule en métal']",['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe']",,,"['EMB 19129', 'Masseret (Corrèze, France)']",,['Casino'],['France'],"['Sucre - rhubarbe - gélifiant : pectines - acidifiant : acide citrique', ' Préparée avec 50g de fruits pour 100g de produit fini']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1029,+7%,242,+10%,0,-100%,60,+11%,"0,5",+8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['E440 - Pectines', 'E330 - Acide citrique']",4,1029 kj(242 kcal),0,60,0,0,,,0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,+11%,-100%,+14%,-100%,-100%,12,+29%,D,+29%,Confiture extra de rhubarbe,,,,
1169,Caramelised Onion Chutney - Deluxe - 275g,20434854,,275 g,"['glass-jar', 'aluminium-lid']",['Deluxe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,,,,,['France'],"['31% Onion', '30% Sugar', 'Apple', 'White Wine Vinegar ', 'Sulphites', 'Balsamic Vinegar ', 'Wine Vinegar ', 'Sulphites', 'Grape Must', 'Muscovado Sugar', 'Apple Purée', 'Molasses', 'Salt', 'Dried Onion', 'Ginger Purée', 'Garlic Purée', ' Allergy Advice For allergens', 'see ingredients in bold', ' May also contain Celery', 'Egg', 'Milk', 'Mustard', 'Nuts', 'Peanuts', 'Sesame', 'Soya and Cereals containing Gluten']",['Sans huile de palme'],?,,191,+14%,"0,2",-88%,46,+31%,"0,8",-20%,,,,,,,,,3,799 kj(191 kcal),"0,1",44,"1,2","0,48",,"['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",0.2 g,en faible quantité,0.1 g,en faible quantité,44 g,en quantité élevée,1.2 g,en quantité modérée,+13%,-62%,+36%,+92%,+92%,11,+67%,D,+67%,,,,,
1170,Thon entier - Connétable,3263670425901,D,,,['Connétable'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons entiers']",,,,,,"['France', 'Guadeloupe']",[],[],?,,108,-35%,"0,9",-87%,0,-100%,25,-1%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,452 kj(108 kcal),0,0,1,"0,4",,,0.9 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,-34%,-100%,-100%,-6%,-6%,0,-100%,B,-100%,,,,,
1171,Lindt Swiss Classic Dark Bar Hazelnuts - 100g,7610400070188,,100 g,,['Lindt'],,['Fabriqué en Suisse'],,,,,['France'],[],[],?,,585,,42,,40,,"8,2",,,,,,,,,,,2448 kj(585 kcal),19,36,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,
1172,Paella - Leader Price - 400g,3263858770427,C,400 g,,['Leader Price'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Paëllas']",,,"['EMB 47323', 'Villeneuve-sur-Lot (Lot-et-Garonne, France)', 'FR 47.323.329 CE', 'Villeneuve-sur-Lot (Lot-et-Garonne, France)']",,['Leader Price'],['France'],"['Riz cuit ', 'eau - riz long 17,8%', ' - haut de cuisse de poulet 21,2% ', 'origine : France', ' - poivrons 5,5% - moules du Pacifique décortiquées 5,1% - oignons crevettes sans tête 3,7% ', 'crevettes - eau - sel - stabilisants : E450', 'E451', 'E452', "" - petit pois 2,9% - huile de colza moules du Pacifique avec coquille 2,7% - anneaux d'encornets 2,1% "", ""encornets - eau sel - correcteurs d'acidité : E330"", 'E331', ' - chorizo 2% ', 'viande de porc ', 'origine : UE', ' paprika - sel - dextrose - dextrine - ail - colorant : extrait de paprika - stabilisant : E451 antioxydant : E316 - conservateur : E250', "" - huile d'olive vierge extra - double concentr de tomates - sel - dextrose - ail - arômes naturels - piment doux - paprika - farine de blé - curcuma - sirop de glucose - arômes "", 'contient crustacés', 'poissons', ' - légumes déshydratés curry - maltodextrine poivre blanc - colorant : curcumine - piment fort huile tournesol - crevette en poudre - épices', ' Traces de lait', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques']","['Non végétalien', 'Non végétarien']",?,,667,+373%,"7,3",+56%,18,+10%,"6,7",-7%,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E1400 - Dextrines', 'E160c - Extrait de paprika', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine']",4,2791 kj(667 kcal),"1,7","1,8","1,1","0,44",,"['Crustacés', 'Poisson', 'Gluten', 'Mollusques']",7.3 g,en quantité modérée,1.7 g,en quantité modérée,1.8 g,en faible quantité,1.1 g,en quantité modérée,+375%,+60%,+58%,+20%,+20%,13,+1313%,D,+1313%,,,,,
1173,Rocher chocolat noir - Suchard,3664346306669,,,,['Suchard'],,,,,,,['France'],[],[],?,,557,,36,,51,,"5,2",,,,,,,,,,,2330 kj(557 kcal),16,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1174,Crayon patissier blanc gout vanille - Vahiné - 1,3179142898534,,1,,['Vahiné'],['Décorations alimentaires'],,,,,,['France'],[],[],?,,336,-18%,0,-100%,84,+6%,0,-100%,,,,,,,,,,1406 kj(336 kcal),0,84,"0,2","0,08",,,0 g,en faible quantité,0 g,en faible quantité,84 g,en quantité élevée,0.2 g,en faible quantité,-17%,-100%,+21%,+94%,+94%,14,-22%,D,-22%,,,,,
1175,Chocolate Fruit & nut mix - Choco moment - 150g,8711299020038,,150 g,['Sachet'],['Choco moment'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,,,,,['France'],"['26 % chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse laitière anhydre', 'émulsifiant [lécithine de soja]', 'arôme naturel de vanille', '17 % chocolat blanc ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'émulsifiant [lécithine de soja]', 'arôme naturel de vanille', '14 % chocolat au lait ', 'sucre', 'beurre de cacao', 'lait entier poudre', 'pâte de cacao', 'émulsifiant [lécithine de soja]', 'arôme de vanille', '12 % raisin sec', '10 % cacahuète', '10 % noix de cajou', '7 % amande', 'huile végétale ', 'coco', 'tournesol', ""agent d'nerobage "", 'shellac', 'amidon modifié de tapioca', 'sirop de glucose', 'émulsifiant ', 'lécithine de tournesol', ""correcteur d'acidité "", 'acide citrique', 'conservateur ', 'E220']","['Non végétalien', 'Non végétarien']",?,,477,-8%,"28,2",-7%,"45,1",-16%,"8,3",+35%,,,,,,,,"['E322i - Lécithine', 'E904 - Gomme-laque', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",4,1996 kj(477 kcal),"12,8","39,5","0,1","0,04",['Pays bas'],['Soja'],28.2 g,en quantité élevée,12.8 g,en quantité élevée,39.5 g,en quantité élevée,0.1 g,en faible quantité,-8%,-22%,-16%,-49%,-49%,23,-5%,E,-5%,,,,,
1176,Apfelesdig - Vinaigre de pommes - Aceto di mele - Migros Bio - 570ml,7613312126998,B,570 ml,"['Plastique', 'bouteille plastique']",['Migros Bio'],['Vinaigres'],"['Bio', 'Bio européen', 'AT-BIO-901']",,,,['Migros'],"['France', 'Suisse']",['Vinaigre de pommes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",379,,84,,"0,078",,"16,3",,"0,423",,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,2,,,,,,,,,,,,,,,,,,,,,,,,,Vinaigre de pommes,,,,
1177,Filets de maquereaux - Parallèles - 120g,3474608330123,C,120 g,,['Parallèles'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']","['Pêche durable', 'Pêche durable MSC']",,,,,['France'],[],[],?,,349,+57%,32,+95%,"1,2",+11%,15,-9%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,1460 kj(349 kcal),7,"1,2","1,1","0,44",,,32 g,en quantité élevée,7 g,en quantité élevée,1.2 g,en faible quantité,1.1 g,en quantité modérée,+58%,+90%,+126%,-1%,-1%,14,+125%,D,+125%,,,,,
1178,Epaule cuite standard - 225g,3366410026489,,225 g,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites']",,,"['FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)', 'EMB 14752B', 'Villers-Bocage (Calvados, France)']",,,"['France', 'Guadeloupe']",[],[],?,,106,-37%,"3,5",-59%,3,+117%,15,-20%,,,,,,,,,,444 kj(106 kcal),"1,4","2,5",3,"1,2",,,3.5 g,en quantité modérée,1.4 g,en faible quantité,2.5 g,en faible quantité,3 g,en quantité élevée,-34%,-57%,+244%,+58%,+58%,12,+25%,D,+25%,,,,,
1179,Bocadelia Veggie calabacín - La Piara - 180g,8412500489322,,180 g,"['Tarro', 'Vidrio']",['La Piara'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Pâtés végétaux']","['Végétarien', 'Sans gluten', 'Végétalien', '100% naturel', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan', 'Point Vert', 'Sans additifs']",,,https://bocadelia.com/veggie-calabacin,"['Carrefour', 'Alcampo', 'El Corte Inglés', 'Hipercor', 'Consum']","['France', 'Espagne']","['Vegetales 82,7% ', 'calabacines asados 34%', 'espárragos verdes 15%', 'alcachofas 12%', 'ajos tiernos 12%', 'berenjenas asadas 9,7%', 'aceite de girasol', 'zumo de limón', 'aceite de oliva', 'azúcar moreno de caña', 'sal', 'hierbas provenzales', 'esencia']","['Végétalien', 'Végétarien']",501,-49%,121,-52%,"9,4",+63%,"5,7",-87%,"1,7",+34%,,,,,,,,,3,501 kj(121 kcal),"1,2","4,4","1,083","0,433",['Spain'],,9.4 g,en quantité modérée,1.2 g,en faible quantité,4.4 g,en faible quantité,1.08 g,en quantité modérée,-51%,+18%,-89%,+622%,+622%,-3,-132%,A,-132%,Preparado alimenticio para sandwich de vegetales,,,,
1180,Tennessee whiskey - Jack Daniel's,5099873089057,C,,,"[""Jack Daniel's""]","['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky américain', 'Whisky du Tennessee']",,,,,,"['France', 'Espagne']",[],[],?,,?,,?,,?,,?,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Nocilla batido de chocolate - Pascual,8410128192389,D,,,"['Pascual', 'Nocilla']","['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat']",,,,,,"['France', 'Espagne']",[],[],?,,76,+4%,"1,8",+6%,11,0%,"3,7",+14%,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,,,318 kj(76 kcal),1,11,"0,15","0,06",,,1.8 g,en quantité modérée,1 g,en quantité modérée,11 g,en quantité élevée,0.15 g,en quantité modérée,+3%,-10%,+6%,+17%,+17%,18,+45%,E,+45%,,,,,
1182,Protein nut bars,9400563451324,,,,,,,,,,,['France'],[],[],?,,511,,"32,9",,"22,8",,"26,1",,,,,,,,,,,2138 kj(511 kcal),"3,9","5,8","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,
1183,Nesquik Moins 30% de Sucre - Nestlé - 450g,7613036212823,D,450 g,['Kunststoff'],['Nestlé'],"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']","['Peu ou pas de sucre', 'Peu de sucre', 'Sans gluten', 'Allégé en sucre', 'Moins 30% de sucre', 'Nutriscore', 'Nutriscore A']",,,,,"['France', 'Allemagne', 'Suisse']","['28 % fettarmer Kakao*', 'lösliche Mais-Ballaststoffe', 'Zucker', 'Hafermehl**', 'Glukosesirup', 'Emulgator Lecithine ', 'Soja', 'natürliche Aromen', 'Zimt', ' *Rainforest Alliance Certified **glutenfrei']",[],?,,337,+2%,"5,4",+26%,"45,2",-29%,"9,1",+44%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,['E322 - Lécithines'],4,1410 kj(337 kcal),"1,3",25,"0,04","0,016",['Frankfurt'],"['Gluten', 'Soja']",,,,,,,,,-1%,-49%,-56%,-81%,-81%,,,,,Nesquik Moins 30% de Sucre,,,,
1184,Vitasnella Snack Arancia GR. 162,8000090600014,,,,,,,,,,,"['France', 'Italie']",[],[],?,,365,,"7,6",,71,,"3,4",,,,,,,,,,,1527 kj(365 kcal),2,39,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,
1185,Mélange signature - Brûlerie d'Alré,3546183300027,,,,"[""Brûlerie d'Alré""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,['France'],['CAFÉ MOULU 100% ARABICA'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,coeur de bouillon - contrex - 132g,11514787,,132 g,['Carton'],"['Contrex', 'maggi']","['Epicerie', 'Condiments', 'Assaisonnements']",,,,,"['Auchan', 'Leclerc']",['France'],"['bouillon de poulet 60%:eau,réduction de jus de cuisson de poulet', 'sel,fécule de maïs graisse de poulet,extrait de levure', 'gluten', "",sucre,vinaigre d'alcool,légumes en semoule:carotte,navet,poivron rouge "", 'thym', 'persil,curcuma,arômes naturels', 'oeuf', ',sucre caramelisé,antioxydant:extrait de romarin']","['Non végétalien', 'Non végétarien']",?,,?,,?,,?,,?,,,,,,,,,['E392 - Extrait de romarin'],4,,,,,,,"['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,
1187,Le Paris sans couenne - 4tr - Fleury Michon - 140g,3302749910020,E,140 g,"['Frais', 'Paquet', 'Barquette', 'Film en plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore C']",,"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,,['France'],"['Jambon de porc', 'sel', 'bouillon ', 'eau', 'échalote', 'ail', 'épices', 'plantes aromatiques', 'oignon', 'tomate', 'dextrose', 'arômes naturels', 'antioxydant\xa0: ascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",478,-6%,116,-12%,"2,8",-42%,"0,5",-25%,22,+4%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,478 kj(116 kcal),1,"0,5","1,8","0,72",,,2.8 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,-13%,-46%,-16%,-4%,-4%,3,-57%,C,-57%,,,,,
1188,Mousse au chocolat noir saveurs - U - 280g,3368951868238,D,280 g,"['Paquet', 'Frais']",['U'],"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']","['Plein air', 'Œufs de poules élevées en plein air', 'Oeufs de France', 'Lait Français', 'Fabriqué en France']",,,,['Magasins U'],['France'],"['Chocolat noir 23% ', 'pâte de cacao', 'sucre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ""blanc d'oeufs* "", 'france', ' 23%', 'lait entier ', 'france', 'beurre', ""jaune d'oeufs* "", 'france', ' 11', '1%', 'sucre', 'poudre de cacao 5', '5%', ""fibre d'agrume"", 'sel', ' traces éventuelles de gluten et de fruits à coques', ' *aux oeufs de poules élevées en plein air']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1279,+22%,308,+12%,"20,7",+25%,"21,1",-4%,"7,1",+20%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,['E322i - Lécithine'],4,1279 kj(308 kcal),"12,7","16,9","0,24","0,096",,"['Œufs', 'Lait', 'Soja']",20.7 g,en quantité élevée,12.7 g,en quantité élevée,16.9 g,en quantité élevée,0.24 g,en faible quantité,+13%,+26%,-15%,+10%,+10%,13,-2%,D,-2%,,,,,
1189,Le Paris sans couenne - 6tr - Fleury Michon - 180g,3302749911027,E,180 g,"['Tranche', 'Barquette', 'Film en plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore C']",,"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,,['France'],"['Jambon de porc', 'sel', 'bouillon ', 'eau', 'échalote', 'ail', 'épices', 'plantes aromatiques', 'oignon', 'tomate', 'dextrose', 'arômes naturels', 'antioxydant\xa0: ascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",486,-4%,115,-13%,"2,8",-42%,"0,5",-25%,22,+4%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,486 kj(115 kcal),1,"0,5","1,8","0,72",,['Céleri'],2.8 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,-11%,-46%,-16%,-4%,-4%,3,-57%,C,-57%,,,,,
1190,Hot Chocolate (360g) - Torras,8410342002228,,,,['Torras'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,,"['France', 'Espagne']",[],[],?,,383.1,-31%,3,-92%,78,+69%,6,-17%,,,,,,,,,,1603 kj(383 kcal),2,58,"0,04","0,016",,,3 g,en quantité modérée,2 g,en quantité modérée,58 g,en quantité élevée,0.04 g,en faible quantité,-30%,-91%,+41%,-71%,-71%,15,-36%,D,-36%,,,,,
1191,Cuadro noi - Novi,8006380334072,,,,['Novi'],,"['en:gluten-free', 'Fabriqué en Italie']",,,,,['France'],[],[],?,,574,,"40,8",,"38,7",,"9,7",,,,,,,,,,,2402 kj(574 kcal),"14,5","35,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
1192,Max strong Jalapeño and cheese - Walkers - 150g,5000328987750,,150g,['mixed plastic-packet'],['Walkers'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,,,,,"['France', 'Royaume-Uni']","['Potatoes', 'Vegetable Oils ', 'Sunflower', 'Rapeseed', 'in varying proportions', 'Jalapeño and Cheese Seasoning ', 'Whey Powder ', 'from Milk', 'Salt', 'Sugar', 'Flavourings ', 'contains Cheese from Milk', 'Milk Fat', 'Butter Oil from Milk', 'Cheese Paste from Milk', 'Milk Protein', 'Animal Rennet', 'Spices', 'Onion Powder', 'Acid ', 'Citric Acid', 'Potassium Chloride']",['Non végétalien'],?,,531,+4%,33,+12%,51,-6%,"6,5",+14%,,,,,,,,['E330 - Acide citrique'],4,2222 kj(531 kcal),"2,8","2,6","1,32","0,528",,"['Céleri', 'Gluten', 'Lait', 'Moutarde', 'Soja']",33 g,en quantité élevée,2.8 g,en quantité modérée,2.6 g,en faible quantité,1.32 g,en quantité modérée,+3%,-9%,+11%,-1%,-1%,10,-15%,C,-15%,,,,,
1193,24 oeufs de poules élevées en plein air bio - Auchan,3596710466085,B,24,"['Plastique', 'Carton', 'Boîte en carton']","['Auchan', 'auchan bio']","[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10', 'Nutriscore', 'Nutriscore A', 'Triman']",['France'],,,['Auchan'],['France'],['24 œufs de catégorie A de poules élevées en plein air* biologiques'],[],?,,140,+1%,"9,8",-2%,"< 0,5",-19%,13,+4%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,586 kj(140 kcal),"2,6","< 0,5","0,31","0,124",['France'],['Œufs'],9.8 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,0.31 g,en quantité modérée,+1%,+6%,-0%,+14%,+14%,-1,,A,,,,,,
1194,Pétillant sans alcool - Cœur de Pom,3760195900512,,,['Bouteille en verre'],['Cœur de Pom'],,['Sans alcool'],,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Schokoladenkranze,4023800902776,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,['France'],[],[],?,,448,,14,,74,,3,,,,,,,,,,,1874 kj(448 kcal),"8,9",67,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Excellence Joghurt Kirschen - 150g,7613269878186,C,150 g,,['Excellence'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise']",,,,,,"['France', 'Suisse']",[],[],610,+46%,?,,"7,6",+143%,17,+21%,"2,5",-32%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,610 kj(146 kcal),"4,5",15,"0,1","0,04",,,7.6 g,en quantité modérée,4.5 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,+44%,+121%,+16%,-15%,-15%,7,+137%,C,+137%,,,,,
1197,Tortitas de maíz - Veritas,8435173006078,B,,,['Veritas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']","['Bio', 'Bio européen', 'IT-BIO-007']",,,,,"['France', 'Espagne']",[],[],?,,385,-3%,"1,2",-70%,86,+8%,"6,9",-11%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,1611 kj(385 kcal),"0,3","0,5","0,3","0,12",,,1.2 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.3 g,en quantité modérée,-3%,-63%,-71%,-30%,-30%,1,-33%,B,-33%,,,,,
1198,Tender Choco Break,7622210820983,,,,,,,,,,,['France'],[],[],?,,522,,28,,61,,"5,3",,,,,,,,,,,2184 kj(522 kcal),11,40,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,
1199,Kikonazo - Churruca,8412126221146,,,,['Churruca'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs']",['Fabriqué en Espagne'],,,,,"['France', 'Espagne']",[],[],?,,456,+185%,"15,71",+417%,69,+162%,"6,9",+67%,,,,,,,,,,1908 kj(456 kcal),"1,8","0,7","1,2","0,48",,,15.7 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.2 g,en quantité modérée,+186%,+242%,-81%,+151%,+151%,11,,D,,,,,,
1200,Saladitos - Velarte,8410998850020,,,,['Velarte'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",,,,,,"['France', 'Espagne']",[],[],?,,464,+59%,16,+213%,68,+39%,10,+7%,,,,,,,,,,1941 kj(464 kcal),"1,4","1,1",2,"0,8",,,16 g,en quantité modérée,1.4 g,en faible quantité,1.1 g,en faible quantité,2 g,en quantité élevée,+59%,+57%,-75%,+64%,+64%,14,+272%,D,+272%,,,,,
