,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,manufacturing,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,markets,allergens,traceability_code,link,additives,generic_name,palm_ingredients
1757,Pavé de thon,2463840041394,['France'],[],[],?,122,"2,1",0,"25,7",510 kj(122 kcal),"0,823",0,"0,153","0,061",,['Barquette en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Arachide Wasabi,2600287012796,['France'],[],[],?,468,21,56,11,1958 kj(468 kcal),"6,8","9,7","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,SPECIALITEE DU MOULIN AUX CEPES - Moulin des moines,3347430018906,['France'],[],[],?,?,?,?,?,,,,,,,,['Moulin des moines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Fromage Blanc battu myrtilles,2276634700038,['France'],[],[],?,104,"5,27","10,3","4,45",435 kj(104 kcal),"3,61","9,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Tarte au pomme,0241045039031,['France'],[],[],?,203,"7,8",30,"0,17",849 kj(203 kcal),"5,6",19,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Cuisses de poulet fermier,2860295032999,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1763,Ines,3760062663076,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Vinaigre rouge balsamique à l'ail noir,3770016563062,['France'],[],[],?,80.8,0,"19,5","0,71",338 kj(80 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Gyoza,3364699129556,['France'],[],[],?,147,"2,8",22,"7,5",615 kj(147 kcal),"0,3","2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Les Élsassflettes au Munster,3238850007703,['France'],[],[],?,339,"12,5","39,6","16,6",1418 kj(339 kcal),"6,2","1,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Semoule au lait sur lit au caramel,6219241541003,['France'],[],[],?,132,"4,4",20,3,552 kj(132 kcal),"2,2",15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Grillon Limousin,2617314029917,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Grison,2454823037138,['France'],[],[],?,190,"3,5",1,38,795 kj(190 kcal),"1,5","0,5","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Filet de merlu & patate douce,3760023264144,['France'],[],[],?,82,"4,9","4,1","4,8",343 kj(82 kcal),3,"2,3","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Chocolat lait noisettes,3257986861775,['France'],[],[],?,583,40,45,9,2439 kj(583 kcal),16,43,"0,19","0,076",,,,,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Salade Coleslaw,3760039500823,['France'],[],[],?,169,15,"7,5","1,1",707 kj(169 kcal),"1,1","6,7","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Amer fleur de biere,3274070417106,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Armorik Double Maturation Single Malt Whisky Breton 700ML,3233990002328,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,6130818000016,6130818000016,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Ashanti Spice Red,8410490267104,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Chips de Madrid,5425033155568,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Bebeto,8690146154174,['France'],[],[],?,1391,0,68,"4,5",5820 kj(1391 kcal),0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Gainer HT,0634065451165,['France'],[],[],?,84,17,57,24,351 kj(84 kcal),5,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Carottes rapées,3760039500779,['France'],[],[],?,9.7,"9,7","4,8","0,6",41 kj(9 kcal),"0,7","2,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Paté piquant,3272931006452,['France'],[],[],?,374,35,"2,1",13,1565 kj(374 kcal),"2,1","0,7",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Yaourt a la grecque - Monoprix,3350033750807,['France'],[],[],?,130,8,12,"2,6",544 kj(130 kcal),5,12,"0,06","0,024",,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,
1783,Dessert végétal au lait d’amande,3608589890950,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Ravioli Escargots Cèpes Ricotta,3770005506155,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Grand plateau potée à mijoter,0238149090921,['France'],[],[],?,?,?,?,?,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Sugarly,07975356,['France'],[],[],?,0,0,100,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Crème marrons - Carrefour,3560071231866,['France'],[],[],?,250,"0,5",59,"1,1",1046 kj(250 kcal),"0,1",50,,,,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']","['Nutriscore', 'Nutriscore C', 'Nutriscore E']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,50 g,en quantité élevée,,,,-0%,-0%,-33%,-31%,-2%,+0%,0%,,,,,,,C,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,['Carrefour'],,,,,,
1788,Tartinabke Olives Vertes,3770003906933,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,"Pinsami, la vraie pinsa italienne",8055186190245,['France'],[],[],?,230,"1,7",37,"9,3",962 kj(230 kcal),"0,3","0,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Cheesecake myrtilles,5034504945975,['France'],[],[],?,282.03,"16,96","23,01","5,36",1180 kj(282 kcal),"10,61","15,81","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Jambon de dinde,3459860005347,['France'],[],[],?,97,"3,2","2,1","14,9",406 kj(97 kcal),1,"2,1","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.166.001 CE', 'Plouay (Morbihan, France)']",,,,
1792,Gewurztraminer,3322721206521,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Organic Coldpressed Sesame Oil (natural),5060465591081,['France'],[],[],?,826,"91,7",0,"0,2",3456 kj(826 kcal),"13,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Emmental suisse AOP 31%MG,0203919032081,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Sirop de dattes 100% naturel,3770017001020,['France'],[],[],?,295.25,"0,53","71,36","1,5",1235 kj(295 kcal),0,"60,45",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Pates au jambon facon carbonara,3760014421334,['France'],[],[],?,421,"11,2","61,4","18,6",1761 kj(421 kcal),"1,4","5,4","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,L'herboriste N°95,2709020001063,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Feuilles de moringa sechées - 50g,8904304338154,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Dragon ball z tome 1,9782723457897,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Bois Bandé,3525722015707,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Honteri Mirin-Style sweet Cooking seasoning,5060336500723,['France'],[],[],?,1298,"0,5",74,"0,5",5431 kj(1298 kcal),"0,3",52,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Fourrés chocolat et noisettes,2849485016407,['France'],[],[],?,428,24,45,"6,8",1791 kj(428 kcal),"8,5",19,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Salchichas Frankfurt,8412500893617,['France'],[],[],?,183,14,"1,3",13,766 kj(183 kcal),"5,4","0,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Swiss dark chocolate,7613038007199,['France'],[],[],?,525,31,49,"7,4",2197 kj(525 kcal),17,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Olive verdi dolci,8005675003884,['France'],[],[],?,180,18,"0,5","1,4",753 kj(180 kcal),"3,3",0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Corny Müsli,4011800550417,['France'],[],[],?,416,12,61,11,1741 kj(416 kcal),"5,2",19,"0,16","0,064",,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Gnocchetti all'ortica,8018146000954,['France'],[],[],?,175,0,40,"2,2",732 kj(175 kcal),0,8,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Wignac,3770009924092,['France'],[],[],?,43,0,10,0,180 kj(43 kcal),0,10,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 79049A', 'Bressuire (Deux-Sèvres, France)']",,,,
1809,Mayonnaise,8719189240139,['France'],[],[],?,692,"76,6","0,8","2,5",2895 kj(692 kcal),"12,6","0,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Pain de seigle,0254029013712,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Poires Demi Fruits,4007415016721,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Peanut cookies,8935005391285,['France'],[],[],?,545,"32,6","43,7","19,1",2280 kj(545 kcal),"8,1","40,8","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Calnort,8412164008273,['France'],[],[],?,0,"5,2",30,"6,6",0 kj(0 kcal),"3,1",12,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Pommes,3500547521336,['France'],[],[],?,160,"0,8",37,0,669 kj(160 kcal),"0,8",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Mejillones escabeche fritos de las rías gallegas,8414279300099,['France'],[],[],?,162,10,"2,2","14,9",678 kj(162 kcal),"1,9",0,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Eau Gazéifiée (aranciata Rossa),0041508511636,['France'],[],[],?,36.3636,0,10,"0,121",152 kj(36 kcal),0,"8,788",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,"Mes bonbons ""Violette""",3760148533040,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,0076183202104,0076183202104,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Terrine forestière,3760028829904,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,0247200004128,0247200004128,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Ses lentilles,10611197,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Miel de Tilleul,3770013574016,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Pizza tartiflette carrefour,0209506039037,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Brown Rice Chips,9310140010731,['France'],[],[],?,454,"24,8","55,6","6,8",1900 kj(454 kcal),"2,8","1,5","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Pancake-mix,8337399944984,['France'],[],[],?,370,7,"64,4","10,5",1548 kj(370 kcal),"2,8","8,2","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Granola,6484437094742,['France'],[],[],?,477,"22,7","50,2","13,6",1996 kj(477 kcal),"3,5","4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Souris d'agneau,2224658062182,['France'],[],[],?,125,5,"1,9",18,523 kj(125 kcal),"1,9",0,"0,96","0,384",,['Etui en carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Miel,3760034000823,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,PAVÉS GLACÉS,7610296818222,['France'],[],[],?,604,47,34,6,2527 kj(604 kcal),17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Pain boule,3289664146201,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,"Confiture mangue, passion & baies d'argousier BIO",3324498004355,['France'],[],[],?,173,0,42,0,724 kj(173 kcal),0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,0716123126465,0716123126465,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Farine complete de seigle,3760278862577,['France'],[],[],?,341,"1,9",70,"7,5",1427 kj(341 kcal),"0,2","1,5",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle']",,,,1.9 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,,,,+4%,+3%,+28%,-9%,+10%,-27%,-16%,,,,,,,B,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,,,,,,,,
1834,Crème glacée au chocolat,3770011543120,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Découpe de poulet fermier,2629948088956,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.046.003 CE', 'Chaize-le-Vicomte (Vendée, France)']",,,,
1836,escalope de veau attendrie marinée - tendriade - 120g,2288474018433,['France'],"['Escalope de veau', 'noix quasi', ' ', '93%', 'marinade', '7%', ' :eau', 'sel', 'acidifiants: lactate de potassium', 'acétate de potassium', 'aromes naturels', 'antioxydants:E301-E300', 'A consommer cuit a coeur']",[],?,?,"3,4","0,8","18,5",,,0,"0,15","0,06",120g,['Barquette'],['Tendriade'],"['Viandes', 'Viandes de veau']",,,4,3.4 g,en quantité modérée,,,0 g,en faible quantité,0.15 g,en faible quantité,,,,-69%,,-61%,-100%,+11%,-78%,-78%,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E261 - Acétates de potassium', 'E301 - Ascorbate de sodium']",,
1837,8057457920452,8057457920452,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Piments rouges très forts - TRS,5017689347901,['France'],[],[],?,?,?,?,?,,,,,,,,['TRS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Jus de fruits - Pomme bergamotte,3770009325271,['France'],[],[],?,45,"0,1",11,"0,1",188 kj(45 kcal),"0,1",10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Assortiment viennoiseries ×6,0208532022969,['France'],[],[],?,429,22,48,"8,4",1795 kj(429 kcal),14,13,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Thé sun of heaven,4260188788404,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Paprika,3760063321821,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 37203C', 'Rochecorbon (Indre-et-Loire, France)']",,,,
1843,Champignon shii take,3112306142920,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,oral-B - trident - 10pièces,7622201135423,['France'],[],[],?,?,?,?,?,,,,,,10 pièces,['Carton'],['Trident'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Mexican style spiced snack mix,8711299020670,['France'],[],[],?,464,"18,7","62,55","8,8",1941 kj(464 kcal),"2,4","3,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,"Fromage ""ABONDANCE""",2210158023426,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Wok de nouilles asiatiques aux petits légumes,3700569000066,['France'],[],[],?,164,"6,7",20,"6,1",686 kj(164 kcal),"1,2","1,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Bédros poivre noir moulu,3580281893241,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres noirs', 'Poivres moulus', 'Poivre noir moulu']",,,,,,,,,,,,,,,,,,,,,,,,,,B,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,
1849,Confiture Mirabelle - Cruzilles,3339900080735,['France'],[],[],?,?,?,?,?,,,,,,,,['Cruzilles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Choux farcis,3493410053563,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Pasta Bucati n°6 Poiatti,8007066010068,['France'],[],[],?,355,"1,4",73,11,1485 kj(355 kcal),"0,3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Miel eucalyptus,5425027605833,['France'],[],[],?,333,0,83,"0,5",1393 kj(333 kcal),0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Fraises entière déshydratées,2600105034702,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,4260039370352,4260039370352,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Jambonneau,3342630000232,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Sucre de fleur de coco,8306357003865,['France'],[],[],?,378,0,93,"1,3",1582 kj(378 kcal),0,83,"0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Gingembre,4027900566500,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Cioccolato special flakes - Pam Panorama - 300g,8004263695838,"['France', 'Italie']",[],[],?,407,"7,6",71,11,1703 kj(407 kcal),"4,1",20,"1,4","0,56",300 g,,['Pam Panorama'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Pétales de céréales au chocolat']",,,,7.6 g,en quantité modérée,4.1 g,en quantité modérée,20 g,en quantité élevée,1.4 g,en quantité modérée,,+1%,+1%,+18%,+14%,-5%,-5%,+33%,+92%,+92%,14,+37%,D,+37%,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,
1859,Noisettes chocolat au lait et blanc aux épices,3760190292186,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Emmenthal graines de courges - Biov village,9102101105835,['France'],[],[],?,?,?,?,?,,,,,,,,['Biov village'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,2 Biftecks Bio,0242742034183,['France'],[],[],?,113,"2,3",0,23,473 kj(113 kcal),"0,8",0,"0,17","0,068",,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Pistache,2609873044340,['France'],[],[],?,621,"44,8","28,7","20,9",2598 kj(621 kcal),"5,5","7,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Longe de thon,0243474050649,['France'],[],[],?,102,"1,2",0,23,427 kj(102 kcal),"0,5",0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Gingembre seches a infuser,8682054501935,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,MACARONS à l'Ancienne,3760270100059,['France'],[],[],?,392.7,0,"44,5",0,1643 kj(392 kcal),0,"38,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Les mini grammes,0128651411103021,['France'],[],[],?,574.5,"43,4","42,5","7,8",2404 kj(574 kcal),"43,4","27,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Lamelles de Kebab Poulet,3760051587475,['France'],[],[],?,164,9,"4,5",16,686 kj(164 kcal),"3,2","1,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Confirture Framboise,5400501107294,['France'],[],[],?,153,"0,111","37,292","0,666",640 kj(153 kcal),"0,007","36,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Saucisson pur porc,2200001054714,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Miel de fleurs,3250465040104,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
1871,Viennois sur lit de fruits,3023290047538,['France'],[],[],?,150,"7,2","18,8","2,4",628 kj(150 kcal),"4,7","16,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
