,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,quantity,markets,additives,link,palm_ingredients
940,Riz long grain incollable - Bon-Ri - 1kg,22019123,B,['Bon-Ri'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,['Carton'],,,,1 kg,,,,
941,Saumon fumé  - Oceansea  - 100g,22024467,E,['Oceansea'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,100g,,,,
942,100 % ARABICA EXQUISITO STÄRKEGRAD - Migros,22037282,,['Migros'],,,"['France', 'Suisse']","['100% edle Arabicas aus Mittel - und Südamerika', 'Afrika und Asien']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['en:made-in-switzerland'],,,,,,,
943,Yaourt Müesli Classic - Migros - 150g,22039750,,"['Migros', 'M-Classic', 'Elsa']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au muesli']",['CH-2434'],"['France', 'Suisse']","['Yogourt ', 'lait', ' protéines du lait', 'mélange de céréales ', ""flocons d'avoine"", 'sucre brut', 'huile de tournesol', 'flocons de blé', 'farine de blé', 'flocons de coco', 'noisette 0,65%', 'miel', 'raisin sultanine 0,6%', 'germes de blé', 'farine de seigle', 'cannelle', 'sel de cuisine', 'vanilline', 'sucre arôme vanille']","['Gluten', 'Lait', 'Fruits à coque', 'Avoine']",['Non végétalien'],4,6.2 g,en quantité modérée,2.6 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,630,+71%,?,,630 kj(151 kcal),+64%,"6,2",+90%,"2,6",+27%,19,+73%,13,+29%,4,+6%,"0,1",-13%,"0,04",-13%,2,-35%,B,-35%,,,,,,,,,"['Sachet', 'Plastique']",,,['Suisse'],150 g,['Migros'],,,
944,Crème à Café - Elsa - 120g (10 * 12g),22039934,C,"['Elsa', 'Migros']","['Produits laitiers', 'Crèmes']",['CH 2434'],"['France', 'Suisse']","['Crème à café avec 15 % de matière grasse', 'stabilisants: E340 et E452']",['Lait'],[],4,15.2 g,en quantité modérée,9 g,en quantité élevée,4 g,en faible quantité,0.1 g,en faible quantité,690,-29%,?,,690 kj(165 kcal),-36%,"15,2",-41%,9,-47%,4,-10%,4,+6%,3,+22%,"0,1",+6%,"0,04",+6%,9,-27%,C,-27%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,Crème à Café,['Plastique'],['Fabriqué en Suisse'],,['Suisse'],120 g (10 * 12 g),['Migros'],"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,
945,Creme para barrar speculoos,22043085,,,,,['France'],[],,[],,,,,,,,,,?,,581,,2431 kj(581 kcal),,38,,"8,9",,55,,37,,"3,7",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,
946,Granola Knusper Müsli - Lu,22045805,,['Lu'],,,['France'],"['Gebackene Müslispezialiüt mit Vollmilchschokolade 11 % und Butterkeks 6% Zutaten: Vollkorn-Haferflocken 1+7%', 'Zucker', 'Vollmilchschokolade 11 % ', 'Zucker', 'Kakao- butter', 'Vollmilchpulver', 'Kakaomasse', 'Emulgator Sonnenblumenlecithine', 'natürliches Vanillearoma', 'l Palmôl', 'Vollkorn-Weizenflocken 6%', 'Butterkeks 6 % ', 'Weizenmehl', 'Zuckert Butter', 'Weizensürke', 'Glukose-Fruktose-Sirup', 'Vollmilchpulver', 'Speisesalz', 'SüBmolkenpulver', 'Backtriebmittel ', 'Ammoniumcarbonate', 'Natriumcarbonate', 'l Siuerungsmittel Citronensâure', 'Getreideerzeugnis ', 'Weizenmehl', 'Zucker', 'Sonnen- blumenôl', 'Karamellzuckersirup', 'Glukose-Fruktose-Sirup', 'Vollkorn-Hafermehl', 'Speisesalz', 'natürliches Aroma', ' Kann Spuren von Erdnüssenr Schalenfrüchten und Sesamsamen enthalten']",,[],,,,,,,,,,?,,445,,1862 kj(445 kcal),,"16,2",,"7,5",,"62,6",,"29,6",,"9,1",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,
947,Bacalhau à Bras - Prontiche,22053817,,['Prontiche'],,,['France'],[],,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,"25,5",,"12,6",,17,,"1,4",,"12,4",,"1,2",,"0,48",,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
948,Bolo Chocolate,22057600,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Leite de coco,22064622,,,['pt:Leite de coco'],,['France'],[],,[],,20 g,en quantité modérée,18 g,en quantité élevée,2.2 g,en faible quantité,0.03 g,en faible quantité,?,,201,,841 kj(201 kcal),,20,,18,,"2,2",,"2,2",,"2,3",,"0,03",,"0,012",,12,,D,,,,,,,,,,,,,,,,,,
950,Escalopes de foie gras de canard,2210046067105,,,,,['France'],[],,[],,,,,,,,,,?,,622,,2602 kj(622 kcal),,"65,9",,"26,5",,"1,5",,"1,1",,"5,9",,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,,
951,Abondance au lait cru,2210158023228,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Abondance']",,['France'],[],,[],,33 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,?,,401,0%,1678 kj(401 kcal),-0%,33,0%,23,+6%,0,-100%,0,-100%,25,-0%,2,+27%,"0,8",+27%,18,+14%,D,+14%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
952,Abondance au lait cru affinage 100jours,2210158030172,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Abondance']",,['France'],[],,[],,33 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,?,,401,0%,1678 kj(401 kcal),-0%,33,0%,23,+6%,0,-100%,0,-100%,25,-0%,2,+27%,"0,8",+27%,18,+14%,D,+14%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['AOP'],,,,,,,
953,Brie de Meaux au lait cru,2210160019158,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,['France'],[],,[],,20 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,2 g,en quantité élevée,?,,227,-19%,950 kj(227 kcal),-19%,20,-8%,5,-67%,"1,5",+216%,0,-100%,"18,4",-11%,2,+12%,"0,8",+12%,9,-41%,C,-41%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
954,2210163030709,2210163030709,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Andouille de Fouesnant,2210272034636,,,,"['FR 29.058.021 CE', 'Fouesnant (Finistère, France)']",['France'],[],,[],,,,,,,,,,?,,231,,967 kj(231 kcal),,18,,11,,"0,5",,0,,17,,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,,,
956,Andouille de fouesnant,2210272038771,,,,,['France'],[],,[],,,,,,,,,,?,,231,,967 kj(231 kcal),,18,,11,,0,,0,,17,,"3,1",,"1,24",,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
957,Andouille au lard,2210278032087,,,,,['France'],[],,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,18,,11,,"0,5",,"0,5",,17,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,
958,Pate de campagne,2210564021191,D,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,['France'],[],,[],,29 g,en quantité élevée,10 g,en quantité élevée,1 g,en faible quantité,3 g,en quantité élevée,?,,333,+7%,1393 kj(333 kcal),+7%,29,+7%,10,-1%,3,+24%,1,+9%,15,+6%,3,+81%,"1,2",+81%,23,+21%,E,+21%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
959,Grana padano,2210692006152,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,['France'],[],,[],,28.4 g,en quantité élevée,17.7 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,392,-1%,1640 kj(392 kcal),-1%,"28,4",-2%,"17,7",-2%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
960,Grana Padano D.O.P,2210696006998,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,['France'],[],,[],,28.4 g,en quantité élevée,17.7 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,392,-1%,1640 kj(392 kcal),-1%,"28,4",-2%,"17,7",-2%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['AOP'],,,,,,,
961,Parmesan -,2210697005792,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,['France'],[],,[],,28.4 g,en quantité élevée,17.7 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,392,-1%,1640 kj(392 kcal),-1%,"28,4",-2%,"17,7",-2%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
962,Grana padano,2210697008199,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,['France'],[],,[],,28.4 g,en quantité élevée,17.7 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,392,-1%,1640 kj(392 kcal),-1%,"28,4",-2%,"17,7",-2%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
963,Grana padamo v,2210699007114,,,,,['France'],[],,[],,,,,,,,,,?,,392,,1640 kj(392 kcal),,"28,4",,"17,7",,0,,0,,33,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,
964,Saucisse de canard brasse,2211018065204,,,['Viandes'],,['France'],[],,[],,11 g,en quantité modérée,4.2 g,en quantité modérée,0.9 g,en faible quantité,1.8 g,en quantité élevée,?,,174,-23%,728 kj(174 kcal),-22%,11,-25%,"4,2",-21%,"3,4",+107%,"0,9",+28%,15,-21%,"1,8",-1%,"0,72",-1%,13,+14%,D,+14%,,,,,,,,,,,,,,,,,
965,Pâté de campagne,2211100013052,D,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']","['FR 66.213.002 CE', 'Toulouges (Pyrénées-Orientales, France)']",['France'],[],,[],,17 g,en quantité modérée,6.7 g,en quantité élevée,4 g,en faible quantité,2.7 g,en quantité élevée,?,,255,-18%,1067 kj(255 kcal),-18%,17,-37%,"6,7",-34%,"5,5",+128%,4,+334%,19,+34%,"2,7",+63%,"1,08",+63%,19,0%,E,0%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
966,Boudin noir catalan - Guasch,2211102029198,,['Guasch'],,"['FR 66.213.002 CE', 'Toulouges (Pyrénées-Orientales, France)']",['France'],"['Itvediente • vtdtdes de porc et de poec ', ' sel', 'déshya•até', 'dextrose', "" épices et plantes a•omatiques Antioxydant:érytmrbate de retire,' U traces fruits a coques"", 'gi a effe ', 'YC 440C: corditionœ sous atnosptve ', 'otectrice']",,[],4,,,,,,,,,?,,467,,1954 kj(467 kcal),,44,,16,,"2,8",,"2,4",,15,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,
967,Dios noir,2211106012998,,,,"['FR 66.213.002 CE', 'Toulouges (Pyrénées-Orientales, France)']",['France'],[],,[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,34,,11,,"2,6",,2,,11,,"1,2",,"0,48",,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
968,Filet de canard - L’etal Du Voliller,2211110003555,D,['L’etal Du Voliller'],"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0.1 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,"0,1",-80%,"0,1",-70%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
969,Filet de canard cru,2211110003845,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,193,-2%,808 kj(193 kcal),-2%,13,+3%,"3,3",-11%,"0,5",+1%,"0,5",+50%,19,-2%,"0,17",-84%,"0,068",-84%,0,-100%,B,-100%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
970,Filet de canard cru,2211110004217,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,0,-100%,0,-100%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
971,Filet de canard,2211110004392,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,1 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,1,+102%,1,+200%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
972,Fiet de canard,2211110004453,,,,,['France'],[],,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,18,,"5,4",,0,,0,,18,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
973,Filet de canard - L’etal Du Volailler,2211110004484,D,['L’etal Du Volailler'],"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],['CRU'],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0.1 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,"0,1",-80%,"0,1",-70%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
974,Filet de Canard,2211110004545,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,0,-100%,0,-100%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,"['Viande Française', 'Volaille-francaise']",,,,,,,
975,Filet de canard,2211110004651,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0.1 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,"0,1",-80%,"0,1",-70%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
976,Filet de canard - L’etal du Volailler,2211110004781,D,['L’etal du Volailler'],"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],"['INGRÉDIENT 100% filet dé canard ', 'origine France', ' Produit frais - Classe A']",,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,0,-100%,0,-100%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
977,Filet de canard,2211110004965,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,193,-2%,808 kj(193 kcal),-2%,13,+3%,"3,3",-11%,"0,5",+1%,"0,5",+50%,19,-2%,"0,17",-84%,"0,068",-84%,0,-100%,B,-100%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
978,FILET DE CANARD CRU,2211110004972,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,13 g,en quantité modérée,3.3 g,en quantité modérée,5 g,en quantité modérée,0.17 g,en faible quantité,?,,193,-2%,808 kj(193 kcal),-2%,13,+3%,"3,3",-11%,5,+908%,5,+1402%,19,-2%,"0,17",-84%,"0,068",-84%,1,-78%,B,-78%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
979,Filet de canard cru,2211110005016,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0.1 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,"0,1",-80%,"0,1",-70%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
980,Filet de canard - L'étal du volailler,2211110005269,D,"[""L'étal du volailler""]","['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,0,-100%,0,-100%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,"['Viande-francaise', 'Volaille-francaise']",,,,,,,
981,Filet de canard,2211110005313,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,193,-2%,808 kj(193 kcal),-2%,13,+3%,"3,3",-11%,"0,5",+1%,"0,5",+50%,19,-2%,"0,17",-84%,"0,068",-84%,0,-100%,B,-100%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,"['Viande Française', 'Volaille-francaise']",,,,,,,
982,Filet de canard,2211110005351,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,?,,193,-2%,808 kj(193 kcal),-2%,13,+3%,"3,3",-11%,"0,5",+1%,"0,5",+50%,19,-2%,0,-100%,0,-100%,0,-100%,B,-100%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
983,Filet de canard,2211110005504,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,193,-2%,808 kj(193 kcal),-2%,13,+3%,"3,3",-11%,"0,5",+1%,"0,5",+50%,19,-2%,"0,17",-84%,"0,068",-84%,0,-100%,B,-100%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
984,Filet de canard,2211110006235,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,18 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,234,+19%,979 kj(234 kcal),+19%,18,+43%,"5,4",+46%,0,-100%,0,-100%,18,-7%,"0,2",-81%,"0,08",-81%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
985,Saucisse de Morteau IGP Label rouge,2211111060281,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']","['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",['France'],[],,[],,20.5 g,en quantité élevée,9 g,en quantité élevée,0.3 g,en faible quantité,2.56 g,en quantité élevée,?,,265,-16%,1109 kj(265 kcal),-17%,"20,5",-25%,9,-15%,"0,3",-46%,"0,3",-22%,"20,4",+21%,"2,56",+15%,"1,024",+15%,21,-4%,E,-4%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,['Label Rouge'],,,,,,,
986,Saucisses au piment d'espelette,2211154034041,,,,"['FR 74.007.002 CE', 'Amancy (Haute-Savoie, France)']",['France'],[],,[],,,,,,,,,,?,,152,,636 kj(152 kcal),,"8,6",,"3,2",,"0,6",,0,,"18,2",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,
987,Saicisses blanches,2211172027629,,,,,['France'],[],,[],,,,,,,,,,?,,337,,1410 kj(337 kcal),,33,,13,,0,,0,,"9,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
988,Saucisses blanche,2211172032340,,,,"['FR 74.007.002 CE', 'Amancy (Haute-Savoie, France)']",['France'],[],,[],,,,,,,,,,?,,337,,1410 kj(337 kcal),,33,,13,,0,,0,,"9,5",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,
989,Saucissees de port a la provencal,2211272022630,,,,,['France'],[],,[],,,,,,,,,,?,,5,,21 kj(5 kcal),,10,,10,,40,,10,,10,,10,,4,,,,,,,,,,,,,,,,,,,,,,
990,Cassis Cuit au Chaudron - Lucien Georgelîn,2211322627044,D,['Lucien Georgelîn'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"['Verre', 'Bocal', 'métal']",,,,,,,,
991,Champignons émincés,2211640015615,,,,,['France'],[],,[],,,,,,,,,,?,,21,,88 kj(21 kcal),,"0,36",,"0,07",,"1,33",,"1,06",,"2,62",,"0,098",,"0,039",,,,,,,,,,,,,,,,,,,,,,
992,Betterave râpée,2211663013919,,,,,['France'],[],,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,"0,24",,"0,04",,"9,1",,0,,"1,74",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,
993,Betterave râpée -,2211663018501,,,"['Plats préparés', 'Salades', 'Salades composées', 'Salades de betteraves']",,['France'],[],,[],,0.24 g,en faible quantité,0.04 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,50,-32%,209 kj(50 kcal),-31%,"0,24",-93%,"0,04",-88%,"9,1",+27%,0,-100%,"1,74",+25%,"0,15",-79%,"0,06",-79%,-1,,A,,,,,,,,,,,,,,,,,,
994,P’tite coco - La Fraîcherie,2211667010433,,['La Fraîcherie'],,,['France'],['Noix de coco'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,365,,1527 kj(365 kcal),,"33,5",,"29,7",,"7,15",,6,,"3,6",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,['Auchan'],,,
995,P'tite coco,2211667014431,,,,,['France'],[],,[],,,,,,,,,,?,,365,,1527 kj(365 kcal),,"33,5",,"29,7",,"7,15",,0,,"3,6",,"0,051",,"0,02",,,,,,,,,,,,,,,,,,,,,,
996,Meule comptoise - Fromagerie des neiges,2211917023558,,['Fromagerie des neiges'],,,['France'],[],,[],,,,,,,,,,?,,408,,1707 kj(408 kcal),,?,,18,,?,,"0,5",,26,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,
997,2211938129499,2211938129499,,,,"['FR 46.128.002 CE', 'Gramat (Lot, France)']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Jambon cuit,2212313029526,,,,,['France'],[],,[],,,,,,,,,,?,,173,,724 kj(173 kcal),,9,,"3,6",,1,,"0,9",,"20,9",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,
999,Saucisson pur Porc,2212329072295,,,,,['France'],[],,[],,,,,,,,,,?,,399,,1669 kj(399 kcal),,"31,3",,"13,1",,"3,4",,"2,3",,"25,9",,"5,2",,"2,08",,,,,,,,,,,,,,,,,,,,,,
1000,Saucisse de toulouse,2212350016206,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,['France'],[],,[],,24 g,en quantité élevée,9 g,en quantité élevée,0 g,en faible quantité,1.89 g,en quantité élevée,?,,280,+28%,1172 kj(280 kcal),+28%,24,+46%,9,+41%,"0,5",-70%,0,-100%,16,+7%,"1,89",+10%,"0,756",+10%,19,+26%,E,+26%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,
