,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,nova_score,traceability_code,generic_name,additives,allergens,ingredients_origins,manufacturing,origin_detail,producer_info,link,palm_ingredients,brand_owner
1093,Bûche patissiere - Picard,3270160821631,['France'],"['Crème ', 'lait', ""blanc d'oeuf liquide pasteurisé "", 'oeuf de poule élevée en plein air', 'épaississants ', 'gomme guar', 'gomme xanthane', ']', 'chocolat noir 13,5% ', 'pâte de cacao', 'sucre', 'émulsifiant: lécithines de soja arôme naturel de vanille', 'sucre', 'eau', 'sucre glace', 'purée de noisette 3,4%', 'amande en poudre', 'noisette en poudre 1,8%', 'beurre concentré ', 'lait', ""blanc d'oeuf en poudre issu de poule élevée en plein air"", 'sirop de glucose-fructose de blé', 'décor en chocolat blanc [sucre', 'beurre de cacao', 'lait entier en poudre', 'lait écrémé en poudre', 'matière grasse laitière anhydre ', 'lait', 'émulsifiant: lécithines de soja', 'arôme naturel de vanille', 'émulsifiant: polyricinoléate de polyglycérol', 'sucre', 'concentré végétaux ', 'pomme', 'radis', 'cassis', ']', 'cacao en poudre', 'noisette hachée caramélisée 1% ', 'noisette', 'sucre', 'farine de blé ', 'gluten', 'beurre de cacao', 'sUcre liquide', 'huile de tournesol', 'sirop de sucre inverti', 'émulsifiants ', ""ester lactiques des mono - et diglycérides d'acides gras d'origine végétale"", 'alginate de sodium', ""mono et diglycérides d'acides gras d'origine végétale"", 'gélifiants ', 'pectines', 'carraghénanes', 'protéine de pois hydrolysée', 'amidon de mais', 'pistache en poudre 0,05%', 'épaississant : gomme xanthane']",['Non végétalien'],?,363,24,29,"7,4",D,,['Picard'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Pâtisseries', 'Bûches de Noël', 'Bûches glacées', 'Bûches pâtissières']",['Picard'],,+1%,+26%,-33%,+93%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,1519 kj(363 kcal),14,26,"0,2","0,08","['Plein air', 'Œufs de poules élevées en plein air']",24 g,en quantité élevée,14 g,en quantité élevée,26 g,en quantité élevée,0.2 g,en faible quantité,-0%,+26%,-15%,-7%,-7%,18,-7%,D,-7%,,4,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E401 - Alginate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,
1094,6 Oeufs plein air cal. Gros -,3700864004066,['France'],[],[],?,141,"9,9","0,7","12,3",D,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,,+2%,-1%,+13%,-2%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,590 kj(141 kcal),"2,5","0,7","0,32","0,128",,9.9 g,en quantité modérée,2.5 g,en quantité modérée,0.7 g,en faible quantité,0.32 g,en quantité modérée,+2%,+2%,+39%,+18%,+18%,-1,,A,,,,,,,,,,,,,,
1095,Salade fromage de chèvre - Chef sélect - 450g,20715014,['France'],[],[],?,169,"11,1","11,5","4,9",,450g,['Chef sélect'],,['Lidl'],,,,,,,,,,,,,707 kj(169 kcal),"2,7",6,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Pintade semi désossée - Maître Coq,3230890002878,['France'],[],[],?,248,20,0,17,,,['Maître Coq'],,,,,,,,,,,,,,,1038 kj(248 kcal),"6,6",0,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Assortiments crêpes fourrées - Gavottes,3535801359646,['France'],[],[],?,545,34,51,"8,4",,,['Gavottes'],,,,,,,,,,,,,,,2280 kj(545 kcal),14,17,"2,8","1,12",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Galette individuelle poire chocolat - Auchan,2030506458751,['France'],[],[],?,?,?,?,?,D,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['Auchan'],,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Infusion brûle graisse,3760007330353,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Scorpion Pepper Spice Sauce,0011210008557,"['France', 'États-Unis']","['Scorpion pepper', 'distilled vinegar', 'sugar', 'guava puree', 'pineapple', 'salt', 'guava powder', 'pineapple powder', 'tabasco brand pepper sauce ', 'distilled vinegar', 'red pepper', 'salt']",[],?,0,0,20,0,,,,"['Epicerie', 'Sauces']",,,-100%,-100%,+102%,-100%,,,,,,,,0 kj(0 kcal),1,20,"9,5","3,8",,0 g,en faible quantité,1 g,en faible quantité,20 g,en quantité élevée,9.5 g,en quantité élevée,-100%,-54%,+210%,+293%,+293%,14,+21%,D,+21%,,3,,,,,,,,,,,McIlhenny Company
1101,Grissini,9002859095153,['France'],[],[],?,474,17,65,14,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,+13%,+57%,-3%,+23%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,1983 kj(474 kcal),4,"2,2",2,"0,8",['Fabriqué en Italie'],17 g,en quantité modérée,4 g,en quantité modérée,2.2 g,en faible quantité,2 g,en quantité élevée,+13%,+77%,-12%,+5%,+5%,16,+25%,D,+25%,,,,,,,,,,,,,
1102,Kingsmill no crust,5010092079544,['France'],[],[],?,212,"1,8","38,5","8,2",,,,,,,,,,,,,,,,,,887 kj(212 kcal),"0,5","2,9","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Biona Organic Passata 700G - 680g,5032722301030,['France'],[],"['Végétalien', 'Végétarien']",?,34,"0,1","4,5","1,5",,680 g,['Biona'],,,,,,,,,,,,,,,142 kj(34 kcal),"0,1","3,8","0,04","0,016","['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Pukka Trois Camomilles,5060229012562,['France'],[],[],?,?,?,?,?,,,['Pukka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Rillettes de Homard Américain au Yuzu,3368952496515,['France'],[],[],?,134,"9,3","2,8","8,9",,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de crustacés', 'Rillettes de homard']",,,-11%,-5%,-10%,-22%,,,,,,,,561 kj(134 kcal),"1,8","2,2","1,3","0,52",,9.3 g,en quantité modérée,1.8 g,en quantité modérée,2.2 g,en faible quantité,1.3 g,en quantité modérée,-10%,-66%,+55%,+15%,+15%,2,-77%,B,-77%,,,,,,,,,,,,,
1106,"""1L Whisky Sir Pitterson Old 40 °""",3107872002365,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Beurre fin demi-sel - Belle France - 125g,3258561423098,['France'],[],[],?,726,80,"0,9","0,7",E,125 g,['Belle France'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,+1%,+1%,+21%,+3%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,3038 kj(726 kcal),55,"0,9","1,9","0,76",,80 g,en quantité élevée,55 g,en quantité élevée,0.9 g,en faible quantité,1.9 g,en quantité élevée,+1%,+2%,+46%,-8%,-8%,27,+2%,E,+2%,,,,,,,,,,,,,
1108,Gommes tendres goût fruit - Cora,3257984553269,['France'],[],[],?,340,"0,5","78,3","2,3",,,['Cora'],,['Cora'],,,,,,,,,,,,,1423 kj(340 kcal),"0,1","42,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,8 meat free burgers - By Sainsbury's,00184793,"['France', 'Royaume-Uni']",[],[],?,149,4,"6,4","19,1",,,"[""By Sainsbury's""]",,,,,,,,,,,,,,,623 kj(149 kcal),"0,3","1,4","1,16","0,464",,,,,,,,,,,,,,,,,,,['card-box'],,,,,,,,,,,,
1110,Mini knacks - Auchan - 300g,3596710469314,['France'],[],[],?,217,19,"1,3",11,E,300 g,['Auchan'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille', 'Saucisses cocktail']",['Auchan'],,-12%,-12%,-21%,-7%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,908 kj(217 kcal),"6,6","0,5","1,8","0,72","['Nutriscore', 'Nutriscore D']",19 g,en quantité modérée,6.6 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,-13%,-18%,-32%,-5%,-5%,15,-15%,D,-15%,"['Plastique', 'Sous vide']",,['PL 28620501 WE'],,,,['Union européenne'],['Pologne'],,,,,
1111,Galettes individuelles x2 poire chocolat - Auchan,2030506495398,['France'],[],[],?,?,?,?,?,D,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['Auchan'],,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Gâteau moelleux au Nutella,5413476976819,['France'],[],[],?,438,25,48,"5,8",,,,,,,,,,,,,,,,,,1833 kj(438 kcal),"5,1",35,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Foie gras de canard entier du Sud-Ouest - Larnaudie - 170g,3113010139381,['France'],"['Foie gras de canard', 'sel', 'Armagnac ', '0,4%', 'poivre ', '0,25%', 'sucre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,561,58,"2,3","7,5",B,170 g,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,,+6%,+7%,-5%,-1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2347 kj(561 kcal),23,"1,6","0,95","0,38","['Concours général agricole', 'IGP', 'Sans nitrite de sodium', 'Médaille de bronze du Concours général agricole', 'Médaille de bronze du concours général agricole 2017']",58 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,0.95 g,en quantité modérée,+6%,-0%,+19%,-21%,-21%,21,+1%,E,+1%,,3,,,,,,,,,,,
1114,Compote de pommes - Boni - 580g,5400141354713,"['Belgique', 'France']","['92,5 % pommes Jonagold', 'sucre', 'antioxidant ', 'E300', 'acidifiant ', 'E330']",[],?,77,"0,5",18,"0,5",,580 g,['Boni'],,['Colruyt'],,,,,,,,,,,,,322 kj(77 kcal),"0,2",16,"0,03","0,012",,,,,,,,,,,,,,,,,,,['Verre'],,,,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",,,,,,,,
1115,Erdnüsse - Clarkys,4316268469791,"['France', 'Allemagne']",[],[],?,?,?,?,?,D,,['Clarkys'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,,,,,,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Pâte à tartiner,3760110971993,['France'],[],[],?,607,"46,9","31,5","9,4",,,,,,,,,,,,,,,,,,2540 kj(607 kcal),"17,9",29,"5,79","2,316","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Cake au citron sans gluten,3760245790216,['France'],[],[],?,428,20,33,"8,1",,,,,,,,,,,,,,,,,,1791 kj(428 kcal),9,33,"0,42","0,168","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,côtelette - Aldi - 700g,29086849,"['France', 'Allemagne']",[],[],505,120,4,0,21,E,700 g,['Aldi'],"['Viandes', 'Porc', 'Côtes de porc', 'de:Koteletts', 'en:Kottlets']",['Aldi'],,-38%,-66%,-100%,+9%,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,505 kj(120 kcal),"1,8",0,"0,15","0,06",,4 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,-37%,-62%,-100%,-84%,-84%,-3,-144%,A,-144%,['Plastik'],,,Schweinekotelett,,,,,,,,,
1119,Cappuccino - Carrefour - 200g,3560070045723,"['France', 'Italie']","['Poudre de lait écrémé 39%', 'sucre', 'café soluble 14,2%', 'lactosérum en poudre', 'matière grasse végétale non hydrogénée de coco', 'stabilisant : phosphates de potassium', 'épaississant : gomme arabique', 'arômes ', 'contient lactose']",['Non végétalien'],1528,362,"5,4",60,16,B,200 g,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Cappuccino en poudre']",['Carrefour'],+12%,+21%,-27%,+19%,+103%,85.1%,5.9%,1.2%,1.3%,0.4%,6.2%,75,1528 kj(362 kcal),"4,8",60,"0,72","0,288",,,,,,,,,,+18%,-26%,+45%,-4%,-4%,,,,,,4,,Préparation pour boisson instantanée à base de poudre de lait écrémé et de café soluble.,"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', ""E414 - Gomme d'acacia""]",['Lait'],,,,Fabriqué en Allemagne par Krüger GmbH & Co. KG pour Interdis.,,,
1120,Jambon entier - Auchan,3596710371143,['France'],[],[],?,251,15,"< 0,5",29,,,['Auchan'],,['Auchan'],,,,,,,,,,,,,1050 kj(251 kcal),"5,5","< 0,5","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Terrine de canard au foie de canard,20928469,['France'],[],[],?,321,28,"2,8",15,E,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,+5%,+6%,+63%,+6%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,1343 kj(321 kcal),11,"1,6","1,43","0,572",,28 g,en quantité élevée,11 g,en quantité élevée,1.6 g,en faible quantité,1.43 g,en quantité modérée,+5%,+16%,+158%,-7%,-7%,20,+12%,E,+12%,,,,,,,,,,,,,
1122,Essential - Ecover - 70Tabs,5412533409390,['France'],[],[],?,?,?,?,?,,70 Tabs,['Ecover'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Fusilli à la farine de lentilles corail BIO - Spécialités alimentaires à base de farine de lentilles corail - Casino Bio - 200g,3222477004078,['France'],"['Farine de lentilles corail* 80% - eau', "" *ingrédient issu de l'agriculture biologique"", 'traces de lait ', 'céréales contenant du gluten', 'céleri', 'crustacés', 'noix', 'œufs', 'poisson et soja ']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1204,284,"1,2",45,21,,200 g,"['Casino Bio', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes alimentaires sans gluten', 'Pâtes de lentille']",['Casino'],,-16%,-30%,-15%,-12%,,,,,,,,1204 kj(284 kcal),"0,2","1,4",0,0,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",1.2 g,en faible quantité,0.2 g,en faible quantité,1.4 g,en faible quantité,0 g,en faible quantité,-16%,-46%,-12%,-100%,-100%,-6,,A,,,1,,"Spécialités alimentaires à base de farine de lentilles corail, issues de l'agriculture biologique.",,,,,,,,,
1124,Brocolis tendres Bio - Paysan Breton - 500g,3184034279230,['France'],"[""100% Brocolis  précuits à la vapeur issus de l'agriculture biologique""]",[],121,29,"< 0,5","2,4","3,1",A,500 g,['Paysan Breton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumineuses surgelées', 'Légumes surgelés', 'Brocolis', 'Brocolis en fleurettes surgelés', '100\xa0% légumes', 'Bio', 'Déjà cuit', 'Précuits']",,-4%,-3%,0%,-31%,+46%,67.2%,0.0%,0.0%,13.2%,18.9%,0.6%,98,121 kj(29 kcal),"< 0,1","1,5","0,06","0,024","['Bio', 'Bio européen', 'Fruits et Légumes de France', 'AB Agriculture Biologique', 'FR-BIO-01', 'Point Vert']",0.5 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,0.06 g,en faible quantité,-4%,0%,+26%,+114%,+114%,-9,,A,,"['Sachet', 'Surgelé', 'Portionnable', 'Déjà Cuit']",,"['EMB 22136U', ""Loudéac (Côtes-d'Armor, France)""]","Brocolis en petites fleurettes précuits à la vapeur issus de l'agriculture biologique, surgelés.",,,['France'],"['Loudéac', 'Bretagne', 'France']",,,,,
1125,Picard,02127118,['France'],[],[],?,?,?,?,?,,,['Picard'],,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Organic quinoa tricolore,8718868442796,['France'],[],"['Végétalien', 'Végétarien']",?,374,"6,6",64,"12,7",,,,,,,,,,,,,,,,,,1565 kj(374 kcal),"0,7","3,7","0,03","0,012","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Jambon cru mozza roquette,3323790304750,['France'],[],[],?,255,11,25,12,,,,,,,,,,,,,,,,,,1067 kj(255 kcal),"5,6","2,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Jus de raisin,3760229765551,['France'],[],[],?,?,?,?,?,D,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Confiture extra fraises - Pur Natur,5410986059179,['France'],"['fraises biologiques 50%*', 'sucre de canne biologique', 'gélifiant: pectine', 'acidifiant: acide citrique', ' Préparé avec 50g de fruits pour 100g', ' Teneur totale en sucres: 59g pour 100g']",[],?,255,0,63,"0,3",D,,['Pur Natur'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,+18%,-100%,+19%,-32%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,1067 kj(255 kcal),0,59,0,0,,0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,+17%,-100%,+16%,-100%,-100%,12,+37%,D,+37%,,4,,,"['E440 - Pectines', 'E330 - Acide citrique']",,,,,,,,
1130,Crème épaisse lait de vache - YOgourmand - 20cl,3454840010045,['France'],"['Crème fraîche pasteurisée au lait de vache ', 'origine France', 'ferments lactiques']",[],?,291,30,"3,1","2,2",B,20 cl,['YOgourmand'],"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']",,,-0%,+1%,-5%,-7%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,1218 kj(291 kcal),"20,2",3,"0,08","0,032",,30 g,en quantité élevée,20.2 g,en quantité élevée,3 g,en faible quantité,0.08 g,en faible quantité,+2%,+2%,+5%,-5%,-5%,13,0%,D,0%,"['Pot', 'Plastique']",3,"['FR 31.555.001 CE', 'Toulouse (Haute-Garonne, France)']",Crème fraîche épaisse au lait de vache YOgourmand,,['Lait'],['France'],['Toulouse'],,,https://www.yogourmand.fr/,,
1131,"Cabanossi Mini, Mit Käse - Gut Bartenhof - 2x125g",20052072,['France'],"['viande de porc', 'fromage', 'sel iodé ', 'sel', 'iodate de potassium', 'dextrose', 'épices', 'antioxydant : ascorbate de sodium', ' conservateur: nitrite de sodium', ' fumée de bois de hêtre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,376,31,1,23,,2x125g,['Gut Bartenhof'],"['Viandes', 'Charcuteries', 'Saucissons']",['Norma'],,-3%,+1%,-54%,-9%,,,,,,,,1573 kj(376 kcal),"12,1",1,"3,25","1,3",,31 g,en quantité élevée,12.1 g,en quantité élevée,1 g,en faible quantité,3.25 g,en quantité élevée,-3%,+2%,-25%,-23%,-23%,24,+3%,E,+3%,['2 barquettes'],4,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],,,,,,,
1132,Lidl Deluxe Torrone Morbido Waldbeeren - Favorina,20569648,['France'],"['Sucre', '13% préparation à base de fruits rouges ', '0,4% myrtilles', '1', '4% mûres', '0,2% framboises', '0,2% fraises', 'lait en poudre écrémé', 'poudre de lactosérum ', 'lait', 'lactose', ""correcteur d'acidité : acide citrique "", ' concentrés de plantes ', 'carotte', 'hibiscus', 'arôme naturel', 'jus de citron Concentré', 'gélifiant : pectines', ' émulsifiant: lécithines ', 'tournesol', ""12% préparation d'airelles rouges "", '7% airelles rouges', 'sucre', 'huile de tournesol', 'sirop de glucose', 'mel 7% amandes', '7% noisettes', ' amidon de mais', '1% mûres lyophilisées', ""blanc d'oeuf"", 'feule azyme ', 'amidon de pomme de terre', 'eau arômes', "" Traces éventuelles d'autres fruis à Coque"", ""d'arachides"", 'de soja et de graines de sésame']",['Non végétalien'],?,426,"13,4","68,5","5,7",,,['Favorina'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['Lidl'],,+1%,-9%,+3%,+35%,,,,,,,,1782 kj(426 kcal),"2,4","53,9","0,1","0,04",,13.4 g,en quantité modérée,2.4 g,en quantité modérée,53.9 g,en quantité élevée,0.1 g,en faible quantité,+1%,-63%,+9%,-32%,-32%,17,-7%,D,-7%,,4,,,"['E330 - Acide citrique', 'E440 - Pectines', 'E322i - Lécithine']","['Œufs', 'Lait']",,,,,,,
1133,Tourtes savoureuses - Labeyrie,3760197634118,['France'],[],[],?,245,"13,4","22,8","7,5",,,['Labeyrie'],,,,,,,,,,,,,,,1025 kj(245 kcal),"8,2","2,7","1,27","0,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Miel D'oranger Bio - 250 G - Apidis,3263620218614,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Chocs noix de cajou cranberry - Mymuesli,4260188780163,['France'],[],"['Végétalien', 'Végétarien']",?,534,"35,5","44,8","6,7",,,['Mymuesli'],,,,,,,,,,,,,,,2234 kj(534 kcal),"18,3","32,4","0,1","0,04","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Balade en bio - Le Sentier -,3760025562286,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Sorbet cassis - La Turbine à Saveurs - 720g,3760169275196,['France'],"['Cassis 55% minimum', 'eau', 'sirop de glucose', 'sucre', 'sucre inverti', 'épaississant : gomme de caroube', 'gélifiant : alginate de sodium', 'carraghénanes']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,147,0,"33,4","0,7",C,720 g,['La Turbine à Saveurs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au cassis']",,,+20%,-100%,+15%,+62%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,615 kj(147 kcal),0,"23,6",0,0,,0 g,en faible quantité,0 g,en faible quantité,23.6 g,en quantité élevée,0 g,en faible quantité,+20%,-100%,-2%,-100%,-100%,5,+4%,C,+4%,,4,,,"['E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,
1138,Original Knoblauch Sauce - 300ml,4316268517263,"['France', 'Allemagne']",[],[],?,343,"32,4","11,1","1,2",,300 ml,,"['Epicerie', 'Sauces']",,,+44%,+79%,+12%,-55%,,,,,,,,1435 kj(343 kcal),"2,5",9,"1,8","0,72",,32.4 g,en quantité élevée,2.5 g,en quantité modérée,9 g,en quantité modérée,1.8 g,en quantité élevée,+46%,+16%,+39%,-26%,-26%,14,+21%,D,+21%,['Flasche'],,,,,,,,,,,,
1139,Tarte Normande 6 parts,0202461050512,['France'],[],[],?,?,?,?,?,,,,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Nougat,2031222499998,['France'],[],[],?,453,"19,5",63,"5,8",E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,+1%,+18%,-4%,-19%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,1895 kj(453 kcal),"9,5","47,5","0,18","0,072",,19.5 g,en quantité modérée,9.5 g,en quantité élevée,47.5 g,en quantité élevée,0.18 g,en faible quantité,+1%,+380%,-13%,+139%,+139%,24,+50%,E,+50%,,,,,,,,,,,,,
1141,3577056012280,3577056012280,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,8470007127864,8470007127864,"['France', 'Espagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pastillas'],,,,,,,,,,,,
