,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,additives,packaging,manufacturing,generic_name,link,palm_ingredients
1085,Meringues Saveur Fraise - Louvat - 80g,3308960040201,C,80 g,['Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,,['France'],"['Sucre', ""blancs d'œufs"", 'épaississants ', 'gomme guar', 'gomme xanthane', 'arôme', 'colorant E120']",['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,94.2 g,en quantité élevée,0 g,en faible quantité,?,,394,+4%,1648 kj(394 kcal),+4%,~ 0,-100%,~ 0,-100%,"98,5",+13%,"94,2",+13%,"2,7",-33%,~ 0,-100%,0,-100%,14,-3%,D,-3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E120 - Acide carminique']","['Sachet', 'Plastique']",,,,
1086,Meringues Pâtissières saveur Vanille - Biscuiterie Louvat - 140g,3308960040263,C,140 g,['Biscuiterie Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,,['France'],"['Sucre', 'blancs d’œufs', 'épaississant ', 'gomme guar', 'gomme xanthane', 'arôme', 'farine de blé']","['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,94.2 g,en quantité élevée,0 g,en faible quantité,1675,+4%,?,,1675 kj(400 kcal),+6%,0,-100%,0,-100%,"95,8",+10%,"94,2",+13%,"2,7",-33%,0,-100%,0,-100%,14,-3%,D,-3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,"['Point Vert', 'Fabriqué en France']",,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Sachet', 'Plastique']",['France'],,,
1087,Meringues Pâtissières saveurs Vanille & Fraise - Biscuiterie Louvat - 150g,3308960040652,C,150 g,['Biscuiterie Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,,['France'],"['Sucre', ""blancs d'œufs"", 'épaississants ', 'gomme de guar', 'gomme xanthane', 'arôme', 'arôme naturel fraise', 'colorant E120']",['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,94 g,en quantité élevée,0 g,en faible quantité,1675,+4%,?,,1675 kj(400 kcal),+6%,~ 0,-100%,~ 0,-100%,96,+10%,94,+13%,3,-26%,~ 0,-100%,0,-100%,14,-3%,D,-3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E120 - Acide carminique']","['Sachet', 'Plastique']",,,,
1088,Lunettes fourrage à la fraise - Louvat Biscuits,3308960040683,C,,['Louvat Biscuits'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits à la fraise', 'Lunettes à la fraise']",,,['France'],"['biscuit : farine de blé ', 'gluten', ' 49%', 'sucre 23%', 'œufs entiers 9%', 'beurre 7%', 'huile de tournesol', 'poudre de lait entier', 'sel', 'poudre levante ', 'E503ii', ' Fourrage fraise 40 % : sucre', 'compote de pomme ', 'purée de pomme', 'sirop de glucose-fructose', 'antioxydant ', 'acide ascorbique E300', 'purée de fraise 3 % du fourrage', 'jus concentré de sureau et diaronia', 'sirop de sucre inverti', 'pectine ', 'E440ii', 'E450i', 'E341 iii', 'colorant ', 'E120', 'arôme', ' \rFabriqué dans un atelier utilisant fruits a coques', 'céréales contenant du gluten', 'œufs', 'jodults à base de moyennes pouf']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,13 g,en quantité modérée,8 g,en quantité élevée,45 g,en quantité élevée,0.975 g,en quantité modérée,?,,454,+14%,1900 kj(454 kcal),+13%,13,+38%,8,+95%,76,+4%,45,+14%,7,+37%,"0,975",+141%,"0,39",+141%,25,+52%,E,+52%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"[""E503ii - Carbonate acide d'ammonium"", 'E300 - Acide ascorbique', 'E440 - Pectines', 'E440ii - Pectine amidée', 'E450i - Pyrophosphate de sodium acide', 'E341iii - Phosphate tricalcique', 'E120 - Acide carminique']",,,,,
1089,Lunettes fourrage à l'abricot - Louvat - 180g,3308960040690,C,180 g,['Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['France'],"['biscuit : farine de blé ', 'gluten', ' 49 %', 'sucre 23 %', 'œufs entiers 9 %', 'beurre 7 %', 'huile de tournesol', 'poudre de lait entier', 'sel', 'poudre levante ', 'E503ii', '\r Fourrage abricot 40 % : sucre', 'compote de pomme ', 'purée de pomme', 'sirop de glucose-fructose', ""purée d'abricot 3 % du fourrage"", 'acide ascorbique', 'acide citrique', 'sirop de sucre inverti', 'pectine ', 'E440ii', 'E450i', 'E341iii', 'colorant E160a ', 'i', 'arôme']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,13 g,en quantité modérée,8 g,en quantité élevée,45 g,en quantité élevée,1 g,en quantité modérée,?,,454,-4%,1900 kj(454 kcal),-5%,13,-38%,8,-21%,76,+19%,45,+53%,7,+8%,< 1,+70%,"0,4",+70%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"[""E503ii - Carbonate acide d'ammonium"", 'E330 - Acide citrique', 'E440 - Pectines', 'E440ii - Pectine amidée', 'E450i - Pyrophosphate de sodium acide', 'E341iii - Phosphate tricalcique', 'E160ai - Bêta-carotène']","['Barquette', 'Plastique']",,,,
1090,Lunettes chocolat noisette - Louvat - 180g,3308960040706,,180 g,['Louvat'],,,,['France'],[],,[],,,,,,,,,,?,,446,,1866 kj(446 kcal),,19,,12,,61,,31,,7,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,
1091,Louvat Meringue Champigno - 200g,3308962999996,C,200 g,['Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,,['France'],"['Sucre', ""blancs d'œufs"", 'poudre de cacao', 'épaississants ', 'gomme guar', ' gomme xanthane', 'arôme', 'farine de blé ', 'gluten']","['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,0.01 g,en faible quantité,0.01 g,en faible quantité,99.9 g,en quantité élevée,0 g,en faible quantité,?,,399,+6%,1669 kj(399 kcal),+6%,"0,01",-99%,"0,01",-97%,"99,9",+15%,"99,9",+20%,"1,8",-55%,0,-100%,0,-100%,14,-3%,D,-3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,"[""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage""]",,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Sachet', 'Plastique']",,,,
1092,Tuiles aux amandes LOUVAT,3308964343438,C,,['Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['France'],"[' sucre', 'farine de blé ', 'gluten', ' matières grasses ', 'huiles graisses végétales raffinées émulsifiants E471', 'acidifiant ', 'acide E330', 'amandes effilées ', '8%', ' poudre d lamande', 'lait en poudre entier', ""blancs d'oeufs"", 'poudre levante E503ii', 'arômes', 'colorant E160a ', 'i', 'sel Fabriqué dans un atelier utilisant des fruits à coques']","['Œufs', 'Gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,20 g,en quantité modérée,10 g,en quantité élevée,38 g,en quantité élevée,0 g,en faible quantité,?,,455,-4%,1904 kj(455 kcal),-4%,20,-4%,10,-1%,60,-6%,38,+29%,8,+23%,0,-100%,0,-100%,22,+11%,E,+11%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"['E330 - Acide citrique', ""E503ii - Carbonate acide d'ammonium"", 'E160ai - Bêta-carotène']",,,,,
1093,Caprons -  - 350g,3309014516734,,350 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Pickles d'origine végétale"", 'Caprons au vinaigre']",,,['France'],[],,[],,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,?,,29,0%,121 kj(29 kcal),-2%,"0,5",+5%,0,-100%,"3,8",+5%,0,-100%,"1,7",+4%,7,+52%,"2,8",+52%,9,+1%,C,+1%,,,,,,,,,,,,,,,
1094,3309014572518,3309014572518,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
1095,Poivre vert - Martin's international - Poids net total 800g / poids net égoutté 475g,3309014750442,B,Poids net total 800g / poids net égoutté 475 g,"[""Martin's international""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres verts']",,,['France'],"['poivre vert', 'eau', 'vinaigre', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,"['EMB 84016F', 'Bédarrides (Vaucluse, France)']",,['Conserve'],,Poivre vert,,
1096,Lentilles,3309014941581,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,,['France'],[],,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,0.75 g,en quantité modérée,?,,83,-66%,347 kj(83 kcal),-66%,"0,3",-80%,"0,1",-62%,"14,4",-56%,"0,4",-68%,"6,4",-64%,"0,75",+160%,"0,3",+160%,1,,B,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,
1097,Feuilles de vignes farcies -,3309015600210,,,,"['Plats préparés', 'Feuilles de vigne farcies']",,,['France'],[],,[],,8 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,154,+6%,644 kj(154 kcal),+6%,8,+7%,0,-100%,"18,4",+14%,0,-100%,"2,115",-4%,1,-21%,"0,4",-21%,4,-24%,C,-24%,,,,,,,,,,,,,,,
1098,Cocktail de fruit,3309016305510,,,,,,,['France'],[],,[],,,,,,,,,,?,,59,,247 kj(59 kcal),,"0,1",,"0,1",,"13,5",,"13,5",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1099,Martin's international - 850g,3309016401441,,850 g,,,,,['France'],[],,[],,,,,,,,,,?,,61,,255 kj(61 kcal),,"0,1",,"0,01",,"15,6",,"14,8",,"0,5",,"0,05",,"0,02",,,,,,,,,,,,,,"['EMB 13117H', 'Vitrolles (Bouches-du-Rhône, France)']",,,,,,
1100,Martin's international - 850g,3309016401441,,850 g,,,,,['France'],[],,[],,,,,,,,,,?,,61,,255 kj(61 kcal),,"0,1",,"0,01",,"15,6",,"14,8",,"0,5",,"0,05",,"0,02",,,,,,,,,,,,,,"['EMB 13117H', 'Vitrolles (Bouches-du-Rhône, France)']",,,,,,
1101,Terrine de sanglier au cognac,3309064105162,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de sanglier']",,,['France'],[],,[],,28.9 g,en quantité élevée,8.9 g,en quantité élevée,0.9 g,en faible quantité,0.6 g,en quantité modérée,?,,331,+7%,1385 kj(331 kcal),+7%,"28,9",+7%,"8,9",-10%,2,-3%,"0,9",+46%,"15,1",+8%,"0,6",-62%,"0,24",-62%,14,-23%,D,-23%,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1102,Terrine de cheuvreuil à l'Armagnac - 180g,3309064105179,,180 g,,,,,['France'],[],,[],,,,,,,,,,?,,287,,1201 kj(287 kcal),,"23,7",,"7,2",,"1,5",,"0,7",,"16,4",,"0,72",,"0,288",,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1103,Pâté basque au piment d'espelette,3309064105193,,,['Pate'],,,,['France'],['Matière grasse dont gras Glucid6 dont sucr6 Protéin6 Sel'],,[],,,,,,,,,,?,,357,,1494 kj(357 kcal),,"33,1",,"10,2",,"2,5",,"0,9",,"13,4",,"0,76",,"0,304",,,,,,,,,,,,,['Bio'],,,,,,,
1104,Pâté basque au piment d'Espelette,3309064105216,,,,,,,['France'],[],,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,"33,1",,"10,2",,"1,4",,"0,9",,"13,4",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,
1105,GARNURE Chateau Bellevue,3309064201154,,,,,,,['France'],[],,[],,,,,,,,,,?,,94,,393 kj(94 kcal),,7,,2,,1,,1,,7,,3,,"1,2",,,,,,,,,,,,,,,,,,,,
1106,Garbure,3309064201178,,,,,,,['France'],[],,[],,,,,,,,,,?,,93,,389 kj(93 kcal),,"7,3",,2,,1,,"0,1",,"6,6",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,
1107,Rillettes de canard au foie - 180g,3309065105048,D,180 g,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,['France'],[],,[],,45.5 g,en quantité élevée,16.7 g,en quantité élevée,0.1 g,en faible quantité,0.62 g,en quantité modérée,?,,479,+19%,2004 kj(479 kcal),+19%,"45,5",+24%,"16,7",+34%,"1,5",+160%,"0,1",-60%,16,-1%,"0,62",-55%,"0,248",-55%,17,-12%,D,-12%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,
1108,Piperade gourmande avec lardons - Les Produits du Chateau Bellevue - 380g,3309066105092,,380 g,['Les Produits du Chateau Bellevue'],"['Piperades', 'Piperades aux lardons']",,,['France'],"['Tomates', 'piments', 'oignons', 'lardons', 'sel', 'poivre', 'sucre', 'graisse de canard']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,4.8 g,en quantité modérée,1.6 g,en quantité modérée,0.4 g,en faible quantité,0.68 g,en quantité modérée,?,,55,-7%,230 kj(55 kcal),-6%,"4,8",+78%,"1,6",+129%,2,-68%,"0,4",-90%,"1,6",+28%,"0,68",-24%,"0,272",-24%,4,+220%,C,+220%,,,,,,,,,,,,,,,
1109,Semoule de riz à l'ancienne - Ferme de la Poterie - 500g,3309070000147,,500g,['Ferme de la Poterie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits laitiers', 'Desserts', 'Céréales et dérivés', 'Semoules de céréales', 'Desserts lactés', 'Semoules de riz', 'Gâteaux de riz']",,,['France'],"['lait cru', 'semoule de riz,', 'sucre', 'vanille']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']","['FR 50.592.002 CE', 'Tessy-sur-Vire (Manche, France)']",,"['Frais', 'Sous atmosphère protectrice']",,,,
1110,Tea elixir,3309219936979,,,,,,,['France'],[],,[],,,,,,,,,,?,,4,,17 kj(4 kcal),,"0,5",,"0,1",,"0,5",,"0,5",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
1111,Thon fromage frais et ciboulette,3309466556166,,,,,,,['France'],[],,[],,,,,,,,,,?,,220,,920 kj(220 kcal),,"17,1",,"5,3",,"4,7",,"1,6",,"11,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,
1112,2010 Château Clarke - Baron Edmond De Rothschild - 75cl,3309470000303,B,75 cl,['Château Clarke'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Vins du Médoc', 'Listrac-Médoc']",['France'],,['France'],"['Vin issu des cépages Merlot ', '70%', 'Cabernet Sauvignon ', '30%', ' ', 'Contient des sulfites']",['Anhydride sulfureux et sulfites'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Déconseillé aux femmes enceintes'],,,"['Bouteille', 'Verre']",['France'],,,
1113,Smacks - kellogg-s,33069999,C,,['Kellogg-s'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Blé soufflé', 'Céréales au caramel']",,,['France'],[],,[],,1.5 g,en faible quantité,0.4 g,en faible quantité,41 g,en quantité élevée,0.08 g,en faible quantité,?,,382,+1%,1598 kj(382 kcal),-0%,"1,5",-20%,"0,4",+12%,84,+6%,41,+29%,6,-24%,"0,08",+77%,"0,032",+77%,13,+133%,D,+133%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,
1114,Bande feuilletée pomme,3310373297004,,,,,,,['France'],[],,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,"9,9",,"6,2",,36,,20,,"2,7",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,
1115,Nectar d'abricot,3312345603011,D,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.02 g,en faible quantité,?,,52,-2%,218 kj(52 kcal),-2%,"0,5",+159%,"0,1",+168%,11,-11%,11,-7%,"0,5",+34%,"0,02",+89%,"0,008",+89%,16,+5%,E,+5%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1116,Nectar de pêche-abricot,3312345603028,,,,,,,['France'],[],,[],,,,,,,,,,?,,49,,205 kj(49 kcal),,"0,5",,"0,1",,11,,11,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,"['EMB 13089C', 'Saint-Andiol (Bouches-du-Rhône, France)']",,,,,,
1117,Terrine de campagne,3312345604001,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,['France'],[],,[],,46.5 g,en quantité élevée,46.5 g,en quantité élevée,0 g,en faible quantité,,,?,,358,+11%,1498 kj(358 kcal),+11%,"46,5",+64%,"46,5",+331%,"1,1",-52%,0,-100%,"13,7",-2%,,,,,,,,,,,,,,,,,,,,,,,
1118,Rillettes de thon -,3315749510619,D,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,,['France'],[],,[],,20 g,en quantité modérée,1.9 g,en quantité modérée,0.6 g,en faible quantité,0.98 g,en quantité modérée,?,,242,+14%,1013 kj(242 kcal),+13%,20,+27%,"1,9",-50%,"1,6",-24%,"0,6",-37%,14,-8%,"0,98",-6%,"0,392",-6%,3,-52%,C,-52%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,
1119,Grand mie - Chabrior Bio - 14x 500g,3315854300280,,14 x 500 g,['Chabrior Bio'],,,,['France'],['Chabt2iôX Orana NATURC'],,['Sans huile de palme'],,,,,,,,,,?,,210,,879 kj(210 kcal),,"4,2",,"0,4",,"36,3",,"4,3",,"5,7",,"1,03",,"0,412",,,,,,,,,,,,,"['Bio', 'en:palm-oil-free']",,,,,,,
1120,Pavés de saumon avdc peau,3315854824946,E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,['France'],[],,[],,11.6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,193,+2%,808 kj(193 kcal),+2%,"11,6",-2%,"2,2",+8%,"0,5",+20%,"0,5",+179%,"22,2",+10%,"0,1",-72%,"0,04",-72%,-1,,A,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,
1121,Sauce béchamel,3315854835744,B,,,"['Epicerie', 'Sauces', 'Sauces béchamel']",,,['France'],[],,[],,6.2 g,en quantité modérée,4.4 g,en quantité modérée,4.2 g,en faible quantité,0.76 g,en quantité modérée,?,,101,-44%,423 kj(101 kcal),-43%,"6,2",-20%,"4,4",+3%,"8,3",-53%,"4,2",-19%,"2,9",-21%,"0,76",-55%,"0,304",-55%,7,-7%,C,-7%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,,,,,,,,
1122,Saumon fumé,3315854950867,E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,['France'],[],,[],,11.7 g,en quantité modérée,2.8 g,en quantité modérée,0.4 g,en faible quantité,3.53 g,en quantité élevée,?,,837,+352%,3502 kj(837 kcal),+353%,"11,7",+11%,"2,8",+36%,"0,4",-19%,"0,4",+20%,"23,4",+6%,"3,53",+25%,"1,412",+25%,22,+68%,E,+68%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,"['FR 29.026.502 CE', 'Châteaulin (Finistère, France)']",,,,,,
1123,Look Iced Tea,3315857071088,,,,"['Boissons', 'Thés glacés']",,,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,6.4 g,en quantité élevée,0.01 g,en faible quantité,?,,26,+18%,109 kj(26 kcal),+18%,"0,5",+257%,"0,1",+279%,"6,4",+21%,"6,4",+27%,"0,5",+240%,"0,01",-64%,"0,004",-64%,9,+23%,D,+23%,,,,,,,,,,,,,,,
1124,Coquille de Noël Raisin - Les Délices des 7 Vallées - 400g,3316209000008,C,400 g,['Les Délices des 7 Vallées'],"['Snacks', 'Snacks sucrés', 'Aliments et boissons de Noël', 'Viennoiseries', 'Brioches']",,,['France'],"['Ingrédients : Farine de BLE', ""raisins 'sucre"", ' eau', ' rhum', 'alcool', 'eau', ' ŒUFS ', ' BEURRE', 'sucre', 'levure', ' dorure ', 'eau', 'protéines de pois', ' farine de riz', 'sirop de glucoSe', 'arôme ', 'contient alcool', '{GLUTEN de BLE', 'E471-E481', 'sel', 'acidifiants: E262-E282-E263', 'colorant: E160aii* agent traitement de la farine: E300', ' Présence éventuelle de graines de SESAME', 'de sOJA et de FRUITS A COQUE']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,8.9 g,en quantité modérée,5.6 g,en quantité élevée,16.8 g,en quantité élevée,1 g,en quantité modérée,?,,325,-27%,1360 kj(325 kcal),-26%,"8,9",-63%,"5,6",-35%,"51,4",+11%,"16,8",-57%,"8,6",+16%,1,+658%,"0,4",+658%,16,-11%,D,-11%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Point Vert', 'Pur beurre', 'Saveurs en Or']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E282 - Propionate de calcium', 'E263 - Acétate de calcium', 'E160aii - Carotènes végétaux', 'E300 - Acide ascorbique']","['Sachet', 'Plastique']",,,,
1125,Pain choco x6 - 3 Meuniers,3316229000002,D,,['3 Meuniers'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,['France'],"[""Farine de BLE' BEURRE"", '22', ' 58', ""' eau' chocol t"", ' 108', ' tsucre', ""pate de ccaco'beurre de cacao,énulsifiant: lécithine da naturel de vani l"", ""lal,suc levure' poudre de LAIT ant iar DE BLE'sel ,far ne de {LE naltéa"", ""egzynas'agen da traitanant a a""]","['Gluten', 'Lait']",[],,22 g,en quantité élevée,14 g,en quantité élevée,12 g,en quantité modérée,0.83 g,en quantité modérée,?,,383,-3%,1602 kj(383 kcal),-3%,22,+0%,14,+5%,39,-8%,12,0%,"6,6",-8%,"0,83",-8%,"0,332",-8%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,['E322i - Lécithine'],,,,,
1126,Bande de flan - Leclerc,3316462000005,,,['Leclerc'],,,,['France'],"['eau', 'LaIT frais entier pasteurisé', 'sucre', 'farine de BLÉ', 'BEURRE 5,2% ', 'amidon modifié et amidons ', 'dont BLÉ', 'œuf', 'LAIT en poudre', 'CRÈME DE LAIT', 'sel', 'colorants : E160a - E101,! épaississant E415', 'arôme vanille', 'stabilisant: E407']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,205,,858 kj(205 kcal),,8,,"4,9",,30,,19,,"3,3",,"0,22",,"0,088",,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E160a - Carotènes mélangés', 'E101 - Riboflavine', 'E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,
1127,Beignet pomme -,3316509000005,,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,['France'],[],,['Sans huile de palme'],,8.7 g,en quantité modérée,1.2 g,en faible quantité,12 g,en quantité modérée,0.69 g,en quantité modérée,?,,282,-21%,1180 kj(282 kcal),-21%,"8,7",-45%,"1,2",-65%,41,-9%,12,-26%,"6,1",-4%,"0,69",-6%,"0,276",-6%,6,-50%,C,-50%,,,,,,,,['en:palm-oil-free'],,,,,Beignets fourrés à la purée de pomme,,
1128,Tart Pom/Rhubarb 6/8 pers,3316515000006,,,,,,,['France'],[],,[],,,,,,,,,,?,,265,,1109 kj(265 kcal),,13,,7,,32,,18,,"3,1",,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,
1129,donut's chocolat -,3316538000007,B,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,['France'],[],,[],,21 g,en quantité élevée,9.7 g,en quantité élevée,21 g,en quantité élevée,0.89 g,en quantité modérée,?,,412,+1%,1724 kj(412 kcal),+1%,21,-8%,"9,7",-8%,49,+9%,21,+25%,"5,5",-7%,"0,89",-6%,"0,356",-6%,21,+8%,E,+8%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,
